id,token,tag
0,Представлены,O
1,экспериментальные,O
2,результаты,O
3,наблюдения,O
4,микроструй,B-TERM
5,этанола,B-TERM
6,",",O
7,истекающих,O
8,в,O
9,сильно,B-TERM
10,разреженную,I-TERM
11,среду,I-TERM
12,(,O
13,вакуум,B-TERM
14,),O
15,через,O
16,сопло,B-TERM
17,.,O
18,Изучение,O
19,процесса,O
20,производилось,O
21,как,O
22,при,O
23,горизонтальном,O
24,",",O
25,так,O
26,и,O
27,при,O
28,вертикальном,O
29,по,O
30,направлению,O
31,силы,B-TERM
32,тяжести,I-TERM
33,истечении,B-TERM
34,жидкости,I-TERM
35,из,I-TERM
36,источника,I-TERM
37,.,O
38,Соблюдалось,O
39,условие,O
40,поддержания,O
41,в,O
42,вакуумной,B-TERM
43,камере,I-TERM
44,неизменным,O
45,давления,B-TERM
46,остаточного,I-TERM
47,газового,I-TERM
48,фона,I-TERM
49,на,O
50,уровне,O
51,намного,O
52,ниже,O
53,давления,B-TERM
54,насыщенных,I-TERM
55,паров,I-TERM
56,рабочей,B-TERM
57,жидкости,I-TERM
58,при,O
59,заданной,O
60,температуре,B-TERM
61,истечения,I-TERM
62,.,O
63,Показана,O
64,возможность,O
65,моделирования,B-TERM
66,сложных,I-TERM
67,процессов,I-TERM
68,истечения,I-TERM
69,микроструй,I-TERM
70,жидкостей,I-TERM
71,в,O
72,пространство,B-TERM
73,с,I-TERM
74,заданной,I-TERM
75,разреженной,I-TERM
76,атмосферой,I-TERM
77,на,O
78,компактном,B-TERM
79,вакуумном,I-TERM
80,газодинамическом,I-TERM
81,стенде,I-TERM
82,.,O
83,Установлено,O
84,",",O
85,что,O
86,длительное,O
87,истечение,B-TERM
88,из,O
89,тонкого,O
90,капилляра,B-TERM
91,или,O
92,отверстия,B-TERM
93,малого,I-TERM
94,диаметра,I-TERM
95,в,O
96,вакуум,B-TERM
97,или,O
98,сильно,B-TERM
99,разреженную,I-TERM
100,газовую,I-TERM
101,среду,I-TERM
102,существенно,O
103,отличается,O
104,от,O
105,хорошо,O
106,изученных,O
107,режимов,B-TERM
108,истечения,I-TERM
109,в,O
110,плотную,B-TERM
111,газовую,I-TERM
112,среду,I-TERM
113,",",O
114,а,O
115,также,O
116,от,O
117,импульсных,B-TERM
118,режимов,I-TERM
119,истечения,I-TERM
120,в,O
121,вакуум,B-TERM
122,.,O
123,В,O
124,работе,O
125,описаны,O
126,основные,O
127,особенности,O
128,течения,B-TERM
129,и,O
130,условия,O
131,возникновения,O
132,неустойчивости,B-TERM
133,.,O
134,Показано,O
135,",",O
136,что,O
137,длительное,O
138,течение,O
139,микроструи,B-TERM
140,жидкости,I-TERM
141,в,O
142,вакууме,B-TERM
143,обладает,O
144,высокой,O
145,степенью,O
146,поверхностной,B-TERM
147,неустойчивости,I-TERM
148,с,O
149,большим,O
150,количеством,O
151,внезапных,O
152,изменений,O
153,направления,O
154,",",O
155,структуры,O
156,и,O
157,наблюдаемой,O
158,плотности,B-TERM
159,.,O
160,Предложено,O
161,объяснение,O
162,причин,O
163,разрушения,O
164,микроструи,B-TERM
165,",",O
166,обусловленных,O
167,преимущественно,O
168,совокупностью,O
169,капиллярной,B-TERM
170,неустойчивости,I-TERM
171,и,O
172,интенсивного,O
173,испарения,B-TERM
174,перегретой,O
175,жидкости,O
176,с,O
177,поверхности,O
178,струи,O
179,с,O
180,образованием,O
181,поверхностных,B-TERM
182,газовых,I-TERM
183,каверн,I-TERM
184,",",O
185,вызывающих,O
186,взрывное,B-TERM
187,разрушение,I-TERM
188,микроструи,I-TERM
189,и,O
190,выброс,O
191,парожидкостных,B-TERM
192,капель,I-TERM
193,.,O
