id,token,tag
0,Произведена,O
1,оптимизация,B-TERM
2,параметров,I-TERM
3,лазерной,B-TERM
4,наплавки,I-TERM
5,для,O
6,получения,O
7,качественного,O
8,единичного,B-TERM
9,трека,I-TERM
10,.,O
11,В,O
12,качестве,O
13,материала,O
14,наплавки,B-TERM
15,был,O
16,использован,O
17,порошок,B-TERM
18,алюминида,I-TERM
19,никеля,I-TERM
20,(,O
21,Ni3Al,B-TERM
22,),O
23,–,O
24,ПН85Ю15,B-TERM
25,.,O
26,В,O
27,ходе,O
28,работы,O
29,было,O
30,получено,O
31,60,O
32,образцов,O
33,",",O
34,наплавленных,O
35,при,O
36,различных,O
37,параметрах,O
38,мощности,B-TERM
39,",",O
40,скорости,B-TERM
41,сканирования,I-TERM
42,",",O
43,положения,O
44,фокуса,B-TERM
45,лазерного,I-TERM
46,луча,I-TERM
47,относительно,O
48,поверхности,O
49,порошкового,B-TERM
50,слоя,I-TERM
51,.,O
52,Были,O
53,измерены,O
54,геометрические,B-TERM
55,характеристики,I-TERM
56,полученных,O
57,единичных,B-TERM
58,треков,I-TERM
59,.,O
60,Обнаружено,O
61,",",O
62,что,O
63,размеры,O
64,единичных,B-TERM
65,треков,I-TERM
66,уменьшаются,O
67,с,O
68,ростом,O
69,скорости,O
70,.,O
71,Повышение,O
72,мощности,B-TERM
73,лазерного,B-TERM
74,излучения,I-TERM
75,приводит,O
76,к,O
77,увеличению,O
78,ширины,O
79,и,O
80,высоты,O
81,единичного,B-TERM
82,трека,I-TERM
83,",",O
84,а,O
85,также,O
86,к,O
87,увеличению,O
88,глубины,O
89,проплавления,O
90,подложки,O
91,.,O
92,Исследована,O
93,зависимость,O
94,геометрических,B-TERM
95,характеристик,I-TERM
96,единичных,B-TERM
97,треков,I-TERM
98,от,O
99,температуры,B-TERM
100,ванны,O
101,расплава,B-TERM
102,.,O
103,Также,O
104,в,O
105,работе,O
106,была,O
107,измерена,O
108,микротвердость,B-TERM
109,полученных,O
110,образцов,O
111,",",O
112,найдена,O
113,зависимость,O
114,микротвердости,B-TERM
115,образцов,O
116,от,O
117,скорости,B-TERM
118,сканирования,I-TERM
119,.,O
120,Обнаружено,O
121,",",O
122,что,O
123,микротвердость,B-TERM
124,полученных,O
125,образцов,O
126,коррелирует,O
127,с,O
128,количеством,B-TERM
129,энергии,I-TERM
130,",",O
131,сообщенной,O
132,порошковому,B-TERM
133,слою,I-TERM
134,и,O
135,температурой,B-TERM
136,ванны,O
137,расплава,B-TERM
138,.,O
139,Установлено,O
140,",",O
141,что,O
142,совокупность,O
143,экспериментальных,O
144,данных,O
145,описывается,O
146,в,O
147,обобщенных,B-TERM
148,пространственных,I-TERM
149,и,O
150,энергетических,B-TERM
151,координатах,I-TERM
152,линейной,B-TERM
153,зависимостью,I-TERM
154,.,O
