id,token,tag
0,Идиомы,B-TERM
1,рассматриваются,
2,как,
3,промежуточные,B-TERM
4,языковые,I-TERM
5,образования,I-TERM
6,между,
7,словосочетаниями,B-TERM
8,и,
9,словами,B-TERM
10,",",
11,состоящие,
12,из,
13,особых,
14,единиц,B-TERM
15,",",
16,чьи,
17,свойства,B-TERM
18,позволяют,
19,относить,
20,их,
21,к,
22,определенному,
23,уровню,B-TERM
24,.,
25,Показываются,
26,наличие,
27,диффузии,B-TERM
28,уровней,B-TERM
29,",",
30,континуальность,B-TERM
31,перехода,I-TERM
32,от,
33,одного,
34,уровня,B-TERM
35,к,
36,другому,
37,и,
38,существование,
39,промежуточных,B-TERM
40,уровней,I-TERM
41,",",
42,на,
43,которых,
44,располагаются,
45,единицы,B-TERM
46,",",
47,в,
48,разной,
49,степени,
50,совмещающие,
51,в,
52,себе,
53,типологические,B-TERM
54,признаки,I-TERM
55,двух,
56,уровней,B-TERM
57,(,
58,выше,B-TERM
59,-,
60,и,
61,нижележащего,B-TERM
62,),
63,.,
