id,token,tag
0,Обсуждается,
1,проявившееся,
2,в,
3,последние,
4,годы,
5,в,
6,мировой,
7,лингвистике,B-TERM
8,негативное,
9,отношение,
10,к,
11,исследованиям,B-TERM
12,",",
13,посвященным,
14,языковой,B-TERM
15,картине,I-TERM
16,мира,I-TERM
17,",",
18,гипотезе,B-TERM
19,лингвистической,I-TERM
20,относительности,I-TERM
21,и,
22,проблеме,B-TERM
23,ключевых,I-TERM
24,слов,I-TERM
25,",",
26,а,
27,также,
28,влияние,
29,этих,
30,взглядов,
31,на,
32,работы,
33,по,
34,составлению,
35,ассоциативных,B-TERM
36,словарей,I-TERM
37,.,
