id,token,tag
0,В,
1,статье,
2,описывается,
3,механизм,
4,реализации,
5,комического,B-TERM
6,эффекта,I-TERM
7,на,
8,примере,
9,своеобразных,
10,текстов,B-TERM
11,–,
12,этноанекдотов,B-TERM
13,на,
14,литературном,
15,немецком,
16,языке,
17,с,
18,вкраплением,
19,диалекта,B-TERM
20,.,
21,Основной,
22,вопрос,
23,",",
24,который,
25,раскрывается,
26,в,
27,статье,
28,:,
29,почему,
30,это,
31,смешно,
32,?,
33,В,
34,статье,
35,представлена,
36,авторская,
37,классификация,
38,этноанекдотов,B-TERM
39,и,
40,схема,
41,реализации,
42,комического,B-TERM
43,эффекта,I-TERM
44,.,
