id,token,tag
0,Дается,
1,определение,
2,понятия,
3,«,
4,дискурс,B-TERM
5,»,
6,и,
7,приводится,
8,классификация,
9,видов,
10,дискурса,B-TERM
11,.,
12,Дискурс,B-TERM
13,рассматривается,
14,в,
15,рамках,
16,различных,
17,парадигм,B-TERM
18,в,
19,системах,B-TERM
20,У,
21,.,
22,Джеймса,
23,",",
24,О,
25,.,
26,Конта,
27,",",
28,К,
29,.,
30,Г,
31,.,
32,Юнга,
33,и,
34,И,
35,.,
36,Берлина,
37,.,
38,На,
39,примере,
40,двух,
41,видов,
42,дискурса,B-TERM
43,–,
44,религиозного,B-TERM
45,и,
46,музыкального,B-TERM
47,",",
48,показана,
49,сложность,
50,адекватного,
51,междисциплинарного,B-TERM
52,лингво,I-TERM
53,-,I-TERM
54,культурологического,I-TERM
55,анализа,I-TERM
56,.,
