id,token,tag
0,Одной,
1,из,
2,центральных,
3,идей,
4,моделирования,B-TERM
5,языкового,I-TERM
6,сознания,I-TERM
7,",",
8,получивших,
9,теоретическое,
10,и,
11,практическое,
12,воплощение,
13,",",
14,является,
15,«,
16,идея,B-TERM
17,построения,I-TERM
18,когнайзера,I-TERM
19,»,
20,–,
21,семиотической,B-TERM
22,машины,I-TERM
23,(,
24,автомата,B-TERM
25,),
26,",",
27,как,
28,инфокогнитивной,B-TERM
29,компьютерной,I-TERM
30,системы,I-TERM
31,/,
32,технологии,B-TERM
33,",",
34,реализующей,
35,возможные,
36,модели,B-TERM
37,операциональных,B-TERM
38,отношений,I-TERM
39,",",
40,существующих,
41,в,
42,сознании,B-TERM
43,носителя,B-TERM
44,языка,B-TERM
45,культуры,I-TERM
46,",",
47,между,
48,языковыми,B-TERM
49,единицами,I-TERM
50,(,
51,ЯЕ,B-TERM
52,),
53,",",
54,которые,
55,зафиксированы,
56,в,
57,различных,
58,ассоциативных,B-TERM
59,и,
60,когнитивных,B-TERM
61,экспериментах,I-TERM
62,.,
63,Теоретическое,
64,и,
65,практическое,
66,воплощение,
67,идеи,
68,когнайзера,B-TERM
69,актуально,
70,как,
71,для,
72,решения,
73,общей,
74,проблемы,
75,когниции,B-TERM
76,",",
77,так,
78,и,
79,для,
80,решения,
81,частных,
82,проблем,
83,многих,
84,наук,
85,",",
86,междисциплинарных,
87,исследований,
88,и,
89,разработок,
90,",",
91,для,
92,интегрированных,B-TERM
93,и,
94,/,
95,или,
96,конвергентных,B-TERM
97,технологий,I-TERM
98,",",
99,в,
100,частности,
101,NBIC,B-TERM
102,-,I-TERM
103,технологий,I-TERM
104,.,
105,Рассматриваются,
106,теоретические,
107,основания,
108,формального,B-TERM
109,сравнительного,I-TERM
110,анализа,I-TERM
111,психолингвистических,B-TERM
112,ассоциативных,I-TERM
113,экспериментов,I-TERM
114,и,
115,анализа,B-TERM
116,текстовых,B-TERM
117,массивов,I-TERM
118,с,
119,использованием,
120,различных,
121,метрик,B-TERM
122,",",
123,основанных,
124,на,
125,дистрибутивно,B-TERM
126,-,I-TERM
127,статистическом,I-TERM
128,методе,I-TERM
129,и,
130,компонентном,B-TERM
131,анализе,I-TERM
132,.,
