id,token,tag
0,В,
1,статье,
2,представлены,
3,результаты,
4,этимологического,B-TERM
5,и,
6,лексикографического,B-TERM
7,анализа,I-TERM
8,имен,
9,концепта,B-TERM
10,HAPPINESS,
11,и,
12,антиконцепта,B-TERM
13,UNHAPPINESS,
14,",",
15,которые,
16,позволили,
17,реконструировать,
18,содержание,
19,элементов,
20,данной,
21,концептуальной,B-TERM
22,оппозиции,I-TERM
23,",",
24,а,
25,также,
26,проследить,
27,их,
28,эволюцию,B-TERM
29,.,
30,Исследование,B-TERM
31,также,
32,содержит,
33,результаты,
34,сопоставительного,B-TERM
35,количественного,I-TERM
36,анализа,I-TERM
37,вербальных,B-TERM
38,репрезентаций,I-TERM
39,концепта,B-TERM
40,и,
41,антиконцепта,B-TERM
42,в,
43,американском,B-TERM
44,политическом,I-TERM
45,дискурсе,I-TERM
46,и,
47,художественных,B-TERM
48,текстах,I-TERM
49,.,
