id,token,tag
0,Образная,B-TERM
1,составляющая,I-TERM
2,является,
3,неотъемлемым,
4,структурным,B-TERM
5,компонентом,I-TERM
6,мифологического,B-TERM
7,концепта,I-TERM
8,.,
9,Она,
10,варьирует,
11,в,
12,исследуемых,
13,концептах,B-TERM
14,в,
15,достаточно,
16,широких,
17,пределах,
18,и,
19,зависит,
20,от,
21,количества,
22,когнитивных,B-TERM
23,признаков,I-TERM
24,в,
25,структуре,
26,концепта,B-TERM
27,.,
28,Перцептивные,B-TERM
29,характеристики,I-TERM
30,мифологических,B-TERM
31,концептов,I-TERM
32,наиболее,
33,ярко,
34,манифестируются,
35,во,
36,внутренней,B-TERM
37,форме,I-TERM
38,репрезентирующих,
39,их,
40,лексем,B-TERM
41,и,
42,в,
43,сказочном,B-TERM
44,дискурсе,I-TERM
45,в,
46,системе,
47,лингвостилистических,B-TERM
48,средств,I-TERM
49,.,
