id,token,tag
0,Рассматривается,O
1,вопрос,O
2,о,O
3,природе,O
4,и,O
5,аспектах,O
6,коммуникации,O
7,в,O
8,научной,B-TERM
9,литературе,I-TERM
10,",",O
11,определяется,O
12,последовательность,O
13,их,O
14,изучения,O
15,в,O
16,методике,B-TERM
17,обучения,I-TERM
18,языку,I-TERM
19,и,O
20,методике,B-TERM
21,развития,I-TERM
22,речи,I-TERM
23,.,O
24,Учет,O
25,сделанных,O
26,в,O
27,работе,O
28,выводов,O
29,поможет,O
30,педагогу,B-TERM
31,построить,O
32,процесс,B-TERM
33,обучения,I-TERM
34,с,O
35,позиций,O
36,когнитивно,B-TERM
37,-,I-TERM
38,коммуникативного,I-TERM
39,подхода,I-TERM
40,",",O
41,при,O
42,котором,O
43,развитие,O
44,мышления,O
45,(,O
46,внутренней,B-TERM
47,речи,I-TERM
48,студентов,B-TERM
49,),O
50,производится,O
51,путем,O
52,развития,O
53,внешней,B-TERM
54,речи,I-TERM
55,обучающихся,B-TERM
56,.,O
