id,token,tag
0,В,
1,работе,
2,рассматриваются,
3,проблемы,
4,углубленного,B-TERM
5,обучения,I-TERM
6,математике,B-TERM
7,старших,B-TERM
8,школьников,I-TERM
9,в,
10,условиях,
11,специализированного,B-TERM
12,учебно,I-TERM
13,-,I-TERM
14,научного,I-TERM
15,центра,I-TERM
16,Новосибирского,I-TERM
17,госуниверситета,I-TERM
18,(,
19,СУНЦ,B-TERM
20,),
21,.,
22,На,
23,примере,
24,ряда,
25,тем,
26,подробно,
27,рассмотрены,
28,возникающие,
29,ошибки,B-TERM
30,учащихся,I-TERM
31,при,
32,решении,
33,уравнений,B-TERM
34,и,
35,неравенств,B-TERM
36,с,I-TERM
37,модулем,I-TERM
38,",",
39,иррациональных,B-TERM
40,",",
41,показательных,B-TERM
42,",",
43,логарифмических,B-TERM
44,",",
45,проанализированы,
46,причины,
47,их,
48,возникновения,
49,",",
50,приведены,
51,конкретные,
52,опорные,B-TERM
53,уравнения,I-TERM
54,и,
55,неравенства,B-TERM
56,для,
57,анализа,B-TERM
58,возникающих,I-TERM
59,ошибок,I-TERM
60,",",
61,практической,B-TERM
62,работы,I-TERM
63,учителей,I-TERM
64,и,
65,самостоятельной,B-TERM
66,работы,I-TERM
67,учащихся,I-TERM
68,.,
69,Отмечены,
70,преимущества,
71,и,
72,недостатки,
73,различных,
74,подходов,B-TERM
75,к,
76,решению,
77,нестандартных,B-TERM
78,уравнений,I-TERM
79,и,
80,неравенств,B-TERM
81,.,
82,Даны,
83,конкретные,
84,рекомендации,
85,по,
86,оптимизации,B-TERM
87,решений,I-TERM
88,.,
89,В,
90,работе,
91,указаны,
92,конкретные,
93,трудности,
94,",",
95,возникающие,
96,при,
97,углубленном,B-TERM
98,изучении,I-TERM
99,уравнений,B-TERM
100,и,
101,неравенств,B-TERM
102,старшими,B-TERM
103,школьниками,I-TERM
104,",",
105,рекомендации,
106,по,
107,их,
108,преодолению,B-TERM
109,.,
108,Работа,
109,отражает,
110,современное,
111,состояние,
112,преподавания,B-TERM
113,математики,I-TERM
114,в,
115,СУНЦ,B-TERM
116,НГУ,I-TERM
117,",",
118,может,
119,представлять,
120,интерес,
121,для,
122,широкой,
123,учительской,
124,аудитории,
125,.,
