id,token,tag
0,Статья,
1,посвящена,
2,изучению,
3,природы,
4,отношений,B-TERM
5,по,
6,доверительному,B-TERM
7,управлению,I-TERM
8,имуществом,I-TERM
9,и,
10,особенностям,
11,правового,B-TERM
12,регулирования,I-TERM
13,этой,
14,конструкции,
15,.,
16,Исследуются,
17,теоретические,
18,воззрения,
19,на,
20,положение,
21,договора,B-TERM
22,доверительного,I-TERM
23,управления,I-TERM
24,в,
25,современной,
26,России,
27,",",
28,а,
29,также,
30,судебная,B-TERM
31,практика,I-TERM
32,по,
33,применению,
34,норм,B-TERM
35,гражданского,B-TERM
36,законодательства,I-TERM
37,для,
38,разрешения,
39,споров,B-TERM
40,",",
41,связанных,
42,с,
43,моментом,
44,начала,
45,осуществления,
46,управления,B-TERM
47,.,
48,Автор,
49,анализирует,
50,возможность,
51,и,
52,значение,
53,для,
54,хозяйственного,B-TERM
55,оборота,I-TERM
56,закрепления,
57,по,
58,соглашению,
59,сторон,B-TERM
60,момента,
61,начала,
62,осуществления,
63,управления,B-TERM
64,по,
65,договору,B-TERM
66,доверительного,I-TERM
67,управления,I-TERM
68,.,
69,Статья,
70,содержит,
71,предложения,
72,по,
73,внесению,
74,изменений,
75,в,
76,законодательство,B-TERM
77,для,
78,ликвидации,
79,пробела,
80,в,
81,обеспечении,B-TERM
82,и,
83,защите,B-TERM
84,интересов,I-TERM
85,сторон,B-TERM
86,договора,B-TERM
87,доверительного,I-TERM
88,управления,I-TERM
89,",",
90,в,
91,частности,
92,при,
93,упорядочении,
94,отношений,
95,в,
96,области,
97,управления,B-TERM
98,ценными,I-TERM
99,бумагами,I-TERM
100,",",
101,в,
102,связи,
103,с,
104,неоднозначностью,
105,практики,
106,правоприменения,
107,и,
108,возможным,
109,неоднозначным,
110,толкованием,
111,действующих,
112,нормативно,B-TERM
113,-,I-TERM
114,правовых,I-TERM
115,актов,I-TERM
116,.,
