id,token,tag
0,Отсутствие,
1,в,
2,доктрине,B-TERM
3,комплексных,
4,исследований,
5,проблем,
6,международного,B-TERM
7,регулирования,I-TERM
8,труда,I-TERM
9,порождает,
10,неопределенности,
11,в,
12,понятии,
13,сущности,B-TERM
14,и,
15,источников,B-TERM
16,регулирования,I-TERM
17,международных,B-TERM
18,трудовых,I-TERM
19,стандартов,I-TERM
20,.,
21,Анализируются,
22,различные,
23,взгляды,
24,на,
25,используемый,
26,инструментарий,
27,в,
28,исследовании,
29,МТС,
30,и,
31,высказаны,
32,авторские,
33,позиции,
34,.,
