id,token,tag
0,Рассмотрена,
1,проблема,
2,формирования,
3,готовности,B-TERM
4,к,
5,научно,B-TERM
6,-,I-TERM
7,исследовательской,I-TERM
8,деятельности,I-TERM
9,у,
10,студентов,B-TERM
11,младших,I-TERM
12,курсов,I-TERM
13,",",
14,а,
15,также,
16,проведено,
17,исследование,B-TERM
18,с,
19,целью,
20,измерения,
21,исходного,
22,уровня,
23,сформированности,
24,готовности,B-TERM
25,к,
26,научно,B-TERM
27,-,I-TERM
28,исследовательской,I-TERM
29,деятельности,I-TERM
30,у,
31,студентов,B-TERM
32,специальности,B-TERM
33,«,
34,профессиональное,
35,обучение,
36,(,
37,по,
38,отраслям,
39,),
40,»,
41,.,
