id,token,tag
0,Раскрываются,O
1,идеи,O
2,и,O
3,основания,O
4,образования,B-TERM
5,для,O
6,устойчивого,O
7,развития,O
8,",",O
9,отмечается,O
10,его,O
11,направленность,O
12,на,O
13,созидание,O
14,социального,B-TERM
15,идеала,I-TERM
16,человека,I-TERM
17,",",O
18,которому,O
19,присущ,O
20,экологический,B-TERM
21,стиль,I-TERM
22,жизни,I-TERM
23,",",O
24,основанный,O
25,на,O
26,неукоснительном,O
27,выполнении,O
28,норм,O
29,и,O
30,требований,O
31,экологического,B-TERM
32,императива,I-TERM
33,",",O
34,рассматривается,O
35,готовность,O
36,отечественного,O
37,образования,B-TERM
38,к,O
39,переходу,O
40,на,O
41,эту,O
42,модель,B-TERM
43,развития,I-TERM
44,.,O
