id,token,tag
0,Ударно,B-TERM
1,-,I-TERM
2,абразивные,I-TERM
3,орудия,I-TERM
4,представляют,O
5,собой,O
6,важную,O
7,часть,O
8,инструментария,O
9,",",O
10,применявшегося,O
11,в,O
12,каменном,B-TERM
13,веке,I-TERM
14,для,O
15,обработки,O
16,минерального,O
17,и,O
18,органического,O
19,сырья,O
20,.,O
21,Цель,O
22,настоящего,O
23,исследования,O
24,заключалась,O
25,в,O
26,реконструкции,O
27,функционального,O
28,назначения,O
29,каменных,O
30,ударно,B-TERM
31,-,I-TERM
32,абразивных,I-TERM
33,инструментов,I-TERM
34,(,O
35,n,O
36,#ERROR!,O
37,13,O
38,),O
39,второго,O
40,культурного,B-TERM
41,горизонта,I-TERM
42,памятника,B-TERM
43,Обишир,B-TERM
44,-,I-TERM
45,5,I-TERM
46,(,O
47,Ферганская,O
48,долина,O
49,),O
50,",",O
51,которые,O
52,идентифицировались,O
53,при,O
54,анализе,O
55,археологической,B-TERM
56,коллекции,I-TERM
57,.,O
58,В,O
59,результате,O
60,проведенной,O
61,работы,O
62,был,O
63,выявлен,O
64,вариативный,O
65,набор,O
66,каменных,B-TERM
67,инструментов,I-TERM
68,",",O
69,применявшихся,O
70,обитателями,O
71,стоянки,B-TERM
72,для,O
73,различных,O
74,целей,O
75,.,O
76,Обнаружение,O
77,ретушеров,B-TERM
78,и,O
79,отбойников,B-TERM
80,вместе,O
81,с,O
82,многочисленными,O
83,дебитажем,B-TERM
84,и,O
85,нуклеусами,B-TERM
86,позволяет,O
87,судить,O
88,о,O
89,производившейся,O
90,на,O
91,стоянке,B-TERM
92,Обишир,I-TERM
93,-,I-TERM
94,5,I-TERM
95,массовой,O
96,обработке,O
97,каменного,O
98,сырья,O
99,для,O
100,получения,O
101,заготовок,O
102,и,O
103,их,O
104,дальнейшего,O
105,оформления,O
106,в,O
107,орудия,B-TERM
108,.,O
109,Важным,O
110,итогом,O
111,анализа,O
112,стало,O
113,выявление,O
114,терочных,B-TERM
115,плит,I-TERM
116,и,O
117,песта,B-TERM
118,",",O
119,которые,O
120,",",O
121,вероятнее,O
122,всего,O
123,",",O
124,использовались,O
125,для,O
126,измельчения,O
127,и,O
128,перетирания,O
129,органических,O
130,материалов,O
131,.,O
