id,token,tag
0,Доктор,O
1,физико,O
2,-,O
3,математических,O
4,наук,O
5,",",O
6,профессор,O
7,",",O
8,заслуженный,O
9,деятель,O
10,науки,O
11,РСФСР,O
12,П,O
13,.,O
14,П,O
15,.,O
16,Белинский,O
17,(,O
18,23,O
19,.,O
20,9,O
21,.,O
22,1928,O
23,–,O
24,30,O
25,.,O
26,12,O
27,.,O
28,1986,O
29,),O
30,—,O
31,один,O
32,из,O
33,самых,O
34,первых,O
35,сотрудников,O
36,Сибирского,B-TERM
37,отделения,I-TERM
38,РАН,B-TERM
39,и,O
40,первый,O
41,декан,O
42,механико,O
43,-,O
44,математического,O
45,факультета,O
46,НГУ,B-TERM
47,.,O
48,Наряду,O
49,с,O
50,М,O
51,.,O
52,А,O
53,.,O
54,Лаврентьевым,O
55,является,O
56,основоположником,O
57,теории,B-TERM
58,квазиконформных,I-TERM
59,отображений,I-TERM
60,.,O
61,Им,O
62,дано,O
63,решение,O
64,ряда,O
65,классических,O
66,проблем,O
67,этой,O
68,теории,O
69,",",O
70,а,O
71,его,O
72,идеи,O
73,и,O
74,результаты,O
75,послужили,O
76,источником,O
77,новых,O
78,активно,O
79,развивающихся,O
80,направлений,O
81,геометрической,B-TERM
82,теории,I-TERM
83,функций,I-TERM
84,.,O
85,В,O
86,статье,O
87,дается,O
88,обзор,O
89,результатов,O
90,П,O
91,.,O
92,П,O
93,.,O
94,Белинского,O
95,к,O
96,восьмидесятилетию,O
97,со,O
98,дня,O
99,его,O
100,рождения,O
101,.,O
