id,token,tag
0,Рассматриваются,O
1,неподвижные,B-TERM
2,точки,I-TERM
3,в,O
4,свободных,B-TERM
5,нильпотентных,I-TERM
6,группах,I-TERM
7,относительно,O
8,всех,O
9,автоморфизмов,B-TERM
10,этой,O
11,группы,B-TERM
12,.,O
13,Известно,O
14,",",O
15,что,O
16,такие,O
17,элементы,B-TERM
18,существуют,O
19,",",O
20,но,O
21,их,O
22,нахождение,O
23,является,O
24,технически,O
25,сложным,O
26,процессом,O
27,.,O
28,В,O
29,данной,O
30,работе,O
31,приведены,O
32,примеры,O
33,неподвижных,B-TERM
34,элементов,I-TERM
35,свободной,B-TERM
36,нильпотентной,I-TERM
37,группы,I-TERM
38,ступени,I-TERM
39,12,I-TERM
40,",",O
41,с,O
42,двумя,O
43,и,O
44,тремя,O
45,образующими,B-TERM
46,.,O
