id,token,tag
0,Статья,O
1,посвящена,O
2,разработке,O
3,теоретико,B-TERM
4,-,I-TERM
5,модельных,I-TERM
6,методов,I-TERM
7,формализации,I-TERM
8,онтологий,I-TERM
9,и,O
10,представления,B-TERM
11,знаний,I-TERM
12,.,O
13,Исследуются,O
14,вопросы,O
15,о,O
16,том,O
17,",",O
18,какие,O
19,способы,B-TERM
20,представления,I-TERM
21,знаний,I-TERM
22,могут,O
23,быть,O
24,реализованы,O
25,во,O
26,всех,O
27,ситуациях,O
28,",",O
29,а,O
30,какие,O
31,только,O
32,в,O
33,определенных,O
34,частных,B-TERM
35,случаях,I-TERM
36,.,O
37,Показано,O
38,",",O
39,что,O
40,произвольную,B-TERM
41,информацию,I-TERM
42,всегда,O
43,можно,O
44,представить,O
45,в,O
46,виде,O
47,семантической,B-TERM
48,сети,I-TERM
49,предложений,I-TERM
50,логики,B-TERM
51,предикатов,I-TERM
52,первого,I-TERM
53,порядка,I-TERM
54,.,O
55,С,O
56,другой,O
57,стороны,O
58,",",O
59,определения,O
60,понятий,O
61,не,O
62,во,O
63,всех,O
64,случаях,O
65,могут,O
66,быть,O
67,представлены,O
68,с,O
69,помощью,O
70,явного,O
71,глоссария,B-TERM
72,;,O
73,их,O
74,не,O
75,всегда,O
76,можно,O
77,представить,O
78,и,O
79,в,O
80,виде,O
81,глоссария,B-TERM
82,",",O
83,определяющего,O
84,понятия,O
85,по,O
86,одному,O
87,.,O
88,Для,O
89,доказательства,O
90,этих,O
91,результатов,O
92,в,O
93,работе,O
94,изучаются,O
95,теоретико,B-TERM
96,-,I-TERM
97,модельные,I-TERM
98,свойства,I-TERM
99,булевых,B-TERM
100,алгебр,I-TERM
101,с,I-TERM
102,выделенными,I-TERM
103,идеалами,I-TERM
104,.,O
