id,token,tag
0,Предложен,O
1,метод,B-TERM
2,вычисления,I-TERM
3,оптимального,I-TERM
4,по,I-TERM
5,быстродействию,I-TERM
6,управления,I-TERM
7,в,I-TERM
8,реальном,I-TERM
9,времени,I-TERM
10,линейной,B-TERM
11,системой,I-TERM
12,с,I-TERM
13,неизвестным,I-TERM
14,возмущением,I-TERM
15,.,O
16,Получена,O
17,система,B-TERM
18,линейных,I-TERM
19,алгебраических,I-TERM
20,уравнений,I-TERM
21,",",O
22,связывающая,O
23,отклонения,O
24,фазовых,B-TERM
25,координат,I-TERM
26,с,O
27,отклонениями,O
28,начальных,B-TERM
29,условий,I-TERM
30,нормированной,B-TERM
31,сопряженной,I-TERM
32,системы,I-TERM
33,и,O
34,отклонением,O
35,конечного,B-TERM
36,момента,I-TERM
37,.,O
38,Вычисления,O
39,сводятся,O
40,к,O
41,последовательности,O
42,решений,O
43,систем,B-TERM
44,линейных,I-TERM
45,алгебраических,I-TERM
46,уравнений,I-TERM
47,и,O
48,интегрированию,O
49,матричного,B-TERM
50,дифференциального,I-TERM
51,уравнения,I-TERM
52,на,O
53,интервалах,O
54,перемещения,O
55,моментов,B-TERM
56,переключений,I-TERM
57,управления,O
58,и,O
59,конечного,B-TERM
60,момента,I-TERM
61,времени,O
62,.,O
63,Рассмотрена,O
64,коррекция,O
65,моментов,B-TERM
66,переключений,I-TERM
67,и,O
68,конечного,B-TERM
69,момента,I-TERM
70,оптимального,B-TERM
71,управления,I-TERM
72,при,O
73,сопровождении,O
74,фазовой,B-TERM
75,траектории,I-TERM
76,движения,I-TERM
77,управляемого,O
78,объекта,O
79,.,O
80,Получены,O
81,простые,O
82,конструктивные,B-TERM
83,условия,I-TERM
84,возникновения,I-TERM
85,скользящего,B-TERM
86,режима,I-TERM
87,",",O
88,движения,O
89,изображающей,B-TERM
90,точки,I-TERM
91,по,O
92,многообразиям,B-TERM
93,переключений,O
94,и,O
95,изменения,O
96,структуры,B-TERM
97,оптимального,B-TERM
98,управления,I-TERM
99,при,O
100,сопровождении,O
101,фазовой,B-TERM
102,траектории,I-TERM
103,движения,I-TERM
104,системы,B-TERM
105,с,I-TERM
106,неконтролируемым,I-TERM
107,возмущением,I-TERM
108,.,O
109,Приведен,O
110,вычислительный,B-TERM
111,алгоритм,I-TERM
112,.,O
113,Доказана,O
114,локальная,B-TERM
115,сходимость,I-TERM
116,с,O
117,квадратичной,B-TERM
118,скоростью,I-TERM
119,и,O
120,глобальная,B-TERM
121,сходимость,I-TERM
122,последовательности,O
123,управлений,O
124,к,O
125,оптимальному,O
126,по,O
127,быстродействию,O
128,управлению,O
129,.,O
