id,token,tag
0,Работа,O
1,посвящена,O
2,использованию,O
3,векторного,B-TERM
4,метода,I-TERM
5,конечных,I-TERM
6,элементов,I-TERM
7,для,O
8,моделирования,B-TERM
9,распространения,I-TERM
10,TE,I-TERM
11,-,I-TERM
12,волны,I-TERM
13,в,O
14,оптическом,B-TERM
15,волокне,I-TERM
16,.,O
17,При,O
18,анализе,O
19,полученных,O
20,численных,B-TERM
21,результатов,I-TERM
22,было,O
23,обнаружено,O
24,присутствие,O
25,ложных,O
26,решений,O
27,.,O
28,Анализ,O
29,аналитического,B-TERM
30,решения,I-TERM
31,данной,O
32,задачи,O
33,показал,O
34,",",O
35,что,O
36,ложные,O
37,решения,O
38,отличаются,O
39,наличием,O
40,ненулевой,O
41,Er,B-TERM
42,-,I-TERM
43,компоненты,B-TERM
44,и,O
45,не,O
46,удовлетворяют,O
47,условию,O
48,непрерывности,B-TERM
49,поля,I-TERM
50,H,I-TERM
51,на,O
52,границе,O
53,сердцевины,B-TERM
54,и,O
55,оболочки,B-TERM
56,волокна,I-TERM
57,.,O
