id,token,tag
0,Представлены,O
1,результаты,O
2,технико,B-TERM
3,-,I-TERM
4,технологического,I-TERM
5,анализа,I-TERM
6,поселенческой,B-TERM
7,керамики,I-TERM
8,барсовской,B-TERM
9,культуры,I-TERM
10,с,O
11,селищ,B-TERM
12,Барсова,B-TERM
13,Гора,I-TERM
14,I,I-TERM
15,/,O
16,50,O
17,(,O
18,20,O
19,сосудов,B-TERM
20,),O
21,",",O
22,Барсова,B-TERM
23,Гора,I-TERM
24,II,I-TERM
25,/,O
26,43,O
27,(,O
28,8,O
29,сосудов,B-TERM
30,),O
31,",",O
32,Барсова,B-TERM
33,Гора,I-TERM
34,III,I-TERM
35,/,O
36,4,O
37,(,O
38,10,O
39,сосудов,B-TERM
40,),O
41,",",O
42,Барцевка,B-TERM
43,IV,I-TERM
44,(,O
45,15,O
46,сосудов,B-TERM
47,),O
48,.,O
49,Целью,O
50,является,O
51,реконструкция,B-TERM
52,содержания,O
53,ступеней,O
54,гончарного,B-TERM
55,производства,I-TERM
56,у,O
57,носителей,O
58,барсовской,B-TERM
59,культуры,I-TERM
60,.,O
61,Технико,B-TERM
62,-,I-TERM
63,технологический,I-TERM
64,анализ,I-TERM
65,проводился,O
66,по,O
67,методике,B-TERM
68,",",O
69,предложенной,O
70,А,O
71,.,O
72,А,O
73,.,O
74,Бобринским,O
75,.,O
76,На,O
77,всех,O
78,памятниках,B-TERM
79,гончарами,B-TERM
80,отбирался,O
81,один,O
82,вид,O
83,исходного,O
84,пластичного,B-TERM
85,сырья,I-TERM
86,–,O
87,ожелезненные,B-TERM
88,природные,I-TERM
89,глины,I-TERM
90,.,O
91,Установлено,O
92,",",O
93,что,O
94,гончары,B-TERM
95,на,O
96,разных,O
97,поселениях,O
98,отбирали,O
99,сырье,B-TERM
100,из,O
101,разных,O
102,глинищ,B-TERM
103,.,O
104,На,O
105,трех,O
106,поселениях,O
107,доминирующим,O
108,рецептом,O
109,является,O
110,Глина,O
111,+,O
112,Шамот,O
113,",",O
114,на,O
115,селище,B-TERM
116,Барцевка,B-TERM
117,IV,I-TERM
118,–,O
119,Глина,O
120,+,O
121,Шамот,O
122,+,O
123,Органический,O
124,раствор,O
125,.,O
126,Гончары,B-TERM
127,на,O
128,всех,O
129,поселениях,O
130,обладали,O
131,близкими,O
132,навыками,O
133,конструирования,O
134,начина,B-TERM
135,и,O
136,полого,B-TERM
137,тела,I-TERM
138,",",O
139,а,O
140,также,O
141,обжига,B-TERM
142,.,O
143,Это,O
144,позволяет,O
145,предположить,O
146,общность,O
147,традиций,B-TERM
148,населения,I-TERM
149,",",O
150,оставившего,O
151,эти,O
152,памятники,B-TERM
153,.,O
154,Различия,O
155,в,O
156,традициях,B-TERM
157,составления,I-TERM
158,формовочной,B-TERM
159,массы,I-TERM
160,на,O
161,разных,O
162,поселениях,O
163,могут,O
164,быть,O
165,связаны,O
166,с,O
167,хронологической,O
168,разницей,O
169,между,O
170,селищами,B-TERM
171,и,O
172,с,O
173,взаимодействием,O
174,носителей,O
175,барсовской,B-TERM
176,культуры,I-TERM
177,с,O
178,другими,O
179,культурными,B-TERM
180,группами,I-TERM
181,в,O
182,эпоху,B-TERM
183,поздней,I-TERM
184,бронзы,I-TERM
185,.,O
