id,token,tag
0,Анализ,O
1,коллекции,B-TERM
2,железных,I-TERM
3,предметов,I-TERM
4,",",O
5,поступивших,O
6,в,O
7,фонды,B-TERM
8,Красноярского,B-TERM
9,краевого,I-TERM
10,краеведческого,I-TERM
11,музея,I-TERM
12,в,O
13,2019,O
14,г,O
15,.,O
16,",",O
17,показал,O
18,",",O
19,что,O
20,они,O
21,происходят,O
22,из,O
23,погребения,B-TERM
24,",",O
25,совершенного,O
26,по,O
27,обряду,B-TERM
28,кремации,I-TERM
29,.,O
30,Предметы,O
31,относятся,O
32,к,O
33,вооружению,B-TERM
34,кыргызского,B-TERM
35,воина,I-TERM
36,и,O
37,снаряжению,B-TERM
38,его,O
39,верхового,B-TERM
40,коня,I-TERM
41,.,O
42,Снаряжение,B-TERM
43,коня,O
44,:,O
45,удила,B-TERM
46,с,O
47,крюковым,B-TERM
48,способом,I-TERM
49,соединения,I-TERM
50,звеньев,I-TERM
51,и,O
52,псалиями,B-TERM
53,в,O
54,виде,O
55,крупных,O
56,колец,O
57,;,O
58,два,O
59,стремени,B-TERM
60,арочной,I-TERM
61,формы,I-TERM
62,с,O
63,отверстиями,O
64,в,O
65,верхней,B-TERM
66,части,I-TERM
67,дужки,I-TERM
68,и,O
69,10,O
70,пластинчатых,B-TERM
71,накладок,I-TERM
72,на,O
73,переднюю,B-TERM
74,и,O
75,заднюю,B-TERM
76,луки,I-TERM
77,седла,I-TERM
78,.,O
79,В,O
80,состав,O
81,вооружения,O
82,входили,O
83,13,O
84,плоских,B-TERM
85,наконечника,I-TERM
86,стрел,I-TERM
87,различных,O
88,типов,O
89,и,O
90,сабля,B-TERM
91,",",O
92,которая,O
93,была,O
94,согнута,O
95,при,O
96,совершении,O
97,погребального,B-TERM
98,обряда,I-TERM
99,.,O
100,Весь,O
101,комплекс,B-TERM
102,имеет,O
103,многочисленные,O
104,аналогии,B-TERM
105,и,O
106,датируется,O
107,монгольским,B-TERM
108,временем,I-TERM
109,(,O
110,XIII,O
111,–,O
112,XIV,O
113,вв,O
114,.,O
115,),O
116,.,O
