id,token,tag
0,Для,O
1,выяснения,O
2,культурного,B-TERM
3,состава,I-TERM
4,племени,B-TERM
5,мурома,I-TERM
6,на,O
7,разных,O
8,этапах,O
9,его,O
10,истории,O
11,были,O
12,привлечены,O
13,данные,O
14,о,O
15,двух,O
16,аспектах,B-TERM
17,гончарства,B-TERM
18,:,O
19,традициях,O
20,создания,O
21,форм,O
22,и,O
23,составления,O
24,формовочных,B-TERM
25,масс,I-TERM
26,.,O
27,Анализ,O
28,форм,O
29,679,O
30,сосудов,O
31,из,O
32,муромских,B-TERM
33,могильников,I-TERM
34,позволил,O
35,выделить,O
36,три,O
37,традиции,B-TERM
38,формообразования,I-TERM
39,",",O
40,из,O
41,которых,O
42,первая,O
43,доминирует,O
44,на,O
45,раннем,O
46,и,O
47,среднем,O
48,этапах,O
49,и,O
50,представляет,O
51,изначальное,O
52,культурное,B-TERM
53,ядро,I-TERM
54,муромы,I-TERM
55,",",O
56,а,O
57,вторая,O
58,маркирует,O
59,распространение,O
60,в,O
61,среде,O
62,муромы,O
63,инокультурного,B-TERM
64,населения,I-TERM
65,.,O
66,Анализ,O
67,формовочных,B-TERM
68,масс,I-TERM
69,был,O
70,проведен,O
71,для,O
72,137,O
73,сосудов,B-TERM
74,из,O
75,Подболотьевского,B-TERM
76,могильника,I-TERM
77,.,O
78,Он,O
79,показал,O
80,",",O
81,что,O
82,муромское,B-TERM
83,гончарство,I-TERM
84,сложилось,O
85,в,O
86,результате,O
87,смешения,O
88,носителей,O
89,навыков,O
90,добавления,O
91,примеси,O
92,дресвы,B-TERM
93,и,O
94,шамота,B-TERM
95,",",O
96,причем,O
97,для,O
98,муромы,B-TERM
99,среднего,I-TERM
100,этапа,I-TERM
101,характерен,O
102,преимущественно,O
103,смешанный,O
104,рецепт,O
105,составления,O
106,формовочной,B-TERM
107,массы,I-TERM
108,вида,B-TERM
109,Г,O
110,+,O
111,Д,O
112,+,O
113,Ш,O
114,+,O
115,Орг,O
116,.,O
117,На,O
118,позднем,B-TERM
119,этапе,I-TERM
120,в,O
121,среде,O
122,муромы,B-TERM
123,начинает,O
124,доминировать,O
125,традиция,B-TERM
126,Г,O
127,+,O
128,Ш,O
129,+,O
130,Орг,O
131,",",O
132,а,O
133,добавление,O
134,дресвы,B-TERM
135,практически,O
136,исчезает,O
137,.,O
138,Сопоставление,O
139,данных,O
140,о,O
141,формах,B-TERM
142,сосудов,I-TERM
143,и,O
144,формовочных,B-TERM
145,массах,I-TERM
146,",",O
147,из,O
148,которых,O
149,они,O
150,были,O
151,сделаны,O
152,",",O
153,показало,O
154,четкую,O
155,связь,O
156,первой,O
157,традиции,B-TERM
158,формообразования,I-TERM
159,с,O
160,рецептом,O
161,Г,O
162,+,O
163,Д,O
164,+,O
165,Ш,O
166,+,O
167,Орг,O
168,",",O
169,а,O
170,второй,O
171,традиции,B-TERM
172,–,O
173,с,O
174,рецептом,O
175,Г,O
176,+,O
177,Ш,O
178,+,O
179,Орг,O
180,.,O
181,Таким,O
182,образом,O
183,",",O
184,оба,O
185,аспекта,B-TERM
186,гончарной,B-TERM
187,технологии,I-TERM
188,позволяют,O
189,реконструировать,O
190,картину,O
191,резкого,O
192,изменения,O
193,культурного,B-TERM
194,состава,I-TERM
195,муромы,I-TERM
196,на,O
197,позднем,B-TERM
198,этапе,I-TERM
199,",",O
200,связанного,O
201,с,O
202,приходом,O
203,нового,O
204,населения,O
205,.,O
