id,token,tag
0,Анализируется,O
1,контент,B-TERM
2,наиболее,O
3,популярных,O
4,нетематических,O
5,новосибирских,O
6,пабликов,B-TERM
7,.,O
8,Представлены,O
9,аудиторные,B-TERM
10,характеристики,I-TERM
11,",",O
12,такие,O
13,как,O
14,подписчики,B-TERM
15,(,O
16,в,O
17,том,O
18,числе,O
19,динамика,B-TERM
20,за,I-TERM
21,год,I-TERM
22,),O
23,",",O
24,лайки,B-TERM
25,",",O
26,комментарии,B-TERM
27,",",O
28,репосты,B-TERM
29,",",O
30,как,O
31,средние,B-TERM
32,",",O
33,так,O
34,и,O
35,медианные,B-TERM
36,значения,I-TERM
37,.,O
38,Проанализировано,O
39,содержание,B-TERM
40,пабликов,I-TERM
41,с,O
42,точки,O
43,зрения,O
44,тематического,B-TERM
45,охвата,I-TERM
46,постов,I-TERM
47,",",O
48,составлен,O
49,рейтинг,B-TERM
50,основных,O
51,тематических,B-TERM
52,блоков,I-TERM
53,",",O
54,выявлено,O
55,место,O
56,общественно,B-TERM
57,-,I-TERM
58,политической,I-TERM
59,проблематики,I-TERM
60,.,O
61,Большое,O
62,внимание,O
63,уделяется,O
64,интенциональной,B-TERM
65,направленности,I-TERM
66,текстов,I-TERM
67,",",O
68,реализации,O
69,в,O
70,них,O
71,различных,O
72,функций,B-TERM
73,массовой,I-TERM
74,коммуникации,I-TERM
75,.,O
76,Это,O
77,позволило,O
78,охарактеризовать,O
79,неорганизованные,O
80,локальные,B-TERM
81,практики,I-TERM
82,",",O
83,в,O
84,которых,O
85,«,B-TERM
86,слабые,I-TERM
87,агенты,I-TERM
88,»,I-TERM
89,воспроизводят,O
90,окружающую,O
91,их,O
92,социальную,B-TERM
93,реальность,I-TERM
94,.,O
