id,token,tag
0,Археологические,B-TERM
1,памятники,I-TERM
2,государства,B-TERM
3,Наньюэ,I-TERM
4,в,O
5,настоящее,O
6,время,O
7,остаются,O
8,малоизвестными,O
9,за,O
10,пределами,O
11,Китая,O
12,.,O
13,Их,O
14,изучение,O
15,позволяет,O
16,расширить,O
17,имеющиеся,O
18,знания,O
19,об,O
20,истории,O
21,и,O
22,культуре,O
23,Восточной,B-TERM
24,Азии,I-TERM
25,в,O
26,древности,O
27,.,O
28,Дворцовый,B-TERM
29,район,I-TERM
30,в,O
31,столице,O
32,царства,B-TERM
33,находился,O
34,на,O
35,территории,O
36,современного,O
37,района,B-TERM
38,Юэсю,I-TERM
39,в,O
40,г,O
41,.,O
42,Гуанчжоу,O
43,и,O
44,занимал,O
45,площадь,O
46,ок,O
47,.,O
48,400,O
49,тыс,O
50,.,O
51,кв,O
52,.,O
53,м,O
54,.,O
55,Комплекс,B-TERM
56,включал,O
57,остатки,O
58,различных,O
59,построек,O
60,",",O
61,хозяйственные,O
62,ямы,O
63,",",O
64,колодцы,O
65,",",O
66,дворцовый,O
67,парк,O
68,с,O
69,прудом,O
70,и,O
71,декоративным,O
72,искусственным,O
73,ручьем,O
74,.,O
75,Известны,O
76,также,O
77,более,O
78,ранние,O
79,находки,O
80,",",O
81,характер,O
82,которых,O
83,остается,O
84,неясным,O
85,.,O
86,Дворцовый,B-TERM
87,парк,I-TERM
88,правителей,B-TERM
89,Наньюэ,B-TERM
90,–,O
91,один,O
92,из,O
93,древнейших,O
94,памятников,B-TERM
95,ландшафтного,I-TERM
96,искусства,I-TERM
97,на,O
98,территории,O
99,Китая,O
100,",",O
101,вероятно,O
102,",",O
103,он,O
104,служил,O
105,не,O
106,только,O
107,местом,O
108,отдыха,O
109,и,O
110,развлечений,O
111,",",O
112,но,O
113,и,O
114,пространством,O
115,для,O
116,проведения,O
117,обрядовых,B-TERM
118,действий,I-TERM
119,.,O
