id,token,tag
0,Бакинская,B-TERM
1,стадия,I-TERM
2,истории,I-TERM
3,Каспия,I-TERM
4,(,O
5,0,O
6,",",O
7,8,O
8,–,O
9,0,O
10,",",O
11,4,O
12,млн,O
13,л,O
14,.,O
15,н,O
16,.,O
17,),O
18,находится,O
19,в,O
20,рамках,O
21,среднего,O
22,плейстоцена,B-TERM
23,.,O
24,Этому,O
25,времени,O
26,на,O
27,Северо,B-TERM
28,-,I-TERM
29,Восточном,I-TERM
30,Кавказе,I-TERM
31,соответствует,O
32,тираспольский,B-TERM
33,фаунистический,I-TERM
34,комплекс,I-TERM
35,",",O
36,и,O
37,начинает,O
38,формирование,O
39,комплекс,B-TERM
40,пещерной,I-TERM
41,фауны,I-TERM
42,хищников,I-TERM
43,(,O
44,пещерный,B-TERM
45,лев,I-TERM
46,",",O
47,пещерная,B-TERM
48,гиена,I-TERM
49,и,O
50,др,O
51,.,O
52,),O
53,.,O
54,Происходит,O
55,прогрессирующее,O
56,изменение,O
57,климата,B-TERM
58,в,O
59,сторону,O
60,похолодания,O
61,с,O
62,исчезновением,O
63,из,O
64,состава,O
65,фауны,B-TERM
66,и,O
67,флоры,B-TERM
68,теплолюбивых,O
69,видов,O
70,.,O
71,Археологические,B-TERM
72,индустрии,I-TERM
73,этого,O
74,времени,O
75,(,O
76,Дарвагчай,B-TERM
77,-,I-TERM
78,1,I-TERM
79,",",O
80,Дарвагчай,B-TERM
81,-,I-TERM
82,залив,I-TERM
83,-,I-TERM
84,4,I-TERM
85,и,O
86,др,O
87,.,O
88,),O
89,демонстрируют,O
90,изживание,O
91,мелкоорудийной,B-TERM
92,традиции,I-TERM
93,и,O
94,переориентацию,O
95,производства,O
96,на,O
97,системное,O
98,сколовое,B-TERM
99,расщепление,I-TERM
100,.,O
101,Увеличивается,O
102,разнообразие,O
103,орудий,B-TERM
104,",",O
105,появляются,O
106,бифасиальные,B-TERM
107,изделия,I-TERM
108,.,O
109,Дагестанские,O
110,материалы,O
111,выглядят,O
112,как,O
113,локальный,O
114,вариант,O
115,финальных,O
116,раннепалеолитических,B-TERM
117,индустрий,I-TERM
118,Кавказа,B-TERM
119,",",O
120,сближающий,O
121,раннепалеолитическое,B-TERM
122,мелкоорудийное,I-TERM
123,производство,I-TERM
124,с,O
125,ашельскими,B-TERM
126,комплексами,I-TERM
127,западной,O
128,части,O
129,Евразии,B-TERM
130,и,O
131,сочетающий,O
132,отдельные,O
133,их,O
134,элементы,O
135,.,O
