id,token,tag
0,В,O
1,статье,O
2,представлено,O
3,новое,O
4,прочтение,O
5,надписей,O
6,на,O
7,двух,O
8,именных,B-TERM
9,ножах,I-TERM
10,",",O
11,найденных,O
12,на,O
13,побережье,O
14,залива,B-TERM
15,Симса,I-TERM
16,в,O
17,море,B-TERM
18,Лаптевых,I-TERM
19,.,O
20,Это,O
21,прочтение,O
22,отличается,O
23,от,O
24,прочтений,O
25,палеографов,B-TERM
26,и,O
27,источниковедов,B-TERM
28,",",O
29,опубликованных,O
30,ранее,O
31,в,O
32,силу,O
33,того,O
34,",",O
35,что,O
36,дать,O
37,верное,O
38,чтение,O
39,этих,O
40,надписей,O
41,удалось,O
42,благодаря,O
43,применению,O
44,метода,B-TERM
45,бесконтактного,I-TERM
46,3D,I-TERM
47,моделирования,I-TERM
48,эпиграфических,B-TERM
49,памятников,I-TERM
50,",",O
51,разработанного,O
52,Лабораторией,B-TERM
53,RSSDA,I-TERM
54,и,O
55,применяемого,O
56,в,O
57,Своде,B-TERM
58,русских,I-TERM
59,надписей,I-TERM
60,(,O
61,CIR,B-TERM
62,),O
63,.,O
64,Предлагаемое,O
65,авторами,O
66,этой,O
67,статьи,O
68,прочтение,O
69,надписей,O
70,на,O
71,именных,B-TERM
72,ножах,I-TERM
73,позволило,O
74,установить,O
75,их,O
76,принадлежность,O
77,Гурия,O
78,(,O
79,крестильное,B-TERM
80,имя,I-TERM
81,),O
82,—,O
83,Акакия,O
84,(,O
85,молитвенное,O
86,?,O
87,имя,O
88,),O
89,Иванову,O
90,сыну,O
91,Карзяеву,O
92,",",O
93,вероятному,O
94,главе,O
95,торгово,O
96,-,O
97,промышленной,O
98,экспедиции,O
99,20,O
100,-,O
101,х,O
102,годов,O
103,XVII,B-TERM
104,века,I-TERM
105,.,O
106,Памятник,B-TERM
107,полярных,B-TERM
108,мореходов,I-TERM
109,XVII,B-TERM
110,века,I-TERM
111,в,O
112,заливе,B-TERM
113,Симса,I-TERM
114,располагается,O
115,в,O
116,70,O
117,км,O
118,на,O
119,запад,O
120,от,O
121,о,O
122,.,O
123,Фаддей,O
124,Северный,O
125,",",O
126,где,O
127,в,O
128,1940,O
129,году,O
130,членами,O
131,гидрографического,B-TERM
132,отряда,I-TERM
133,Восточно,B-TERM
134,-,I-TERM
135,Таймырской,I-TERM
136,гидрографической,I-TERM
137,экспедиции,I-TERM
138,были,O
139,найдены,O
140,аналогичные,O
141,находки,O
142,",",O
143,включая,O
144,8,O
145,других,O
146,ножей,O
147,.,O
148,К,O
149,сожалению,O
150,",",O
151,у,O
152,этих,O
153,ножей,O
154,только,O
155,частично,O
156,сохранились,O
157,рукоятки,B-TERM
158,",",O
159,а,O
160,большинство,O
161,оказались,O
162,представленными,O
163,только,O
164,лезвиями,B-TERM
165,.,O
166,Надписи,O
167,",",O
168,исполненные,O
169,славянской,B-TERM
170,вязью,I-TERM
171,",",O
172,удалось,O
173,обнаружить,O
174,только,O
175,на,O
176,двух,O
177,ножах,O
178,из,O
179,избушки,B-TERM
180,в,O
181,заливе,B-TERM
182,Симса,I-TERM
183,.,O
184,Согласно,O
185,официальной,O
186,версии,O
187,",",O
188,оба,O
189,памятника,B-TERM
190,принадлежат,O
191,членам,O
192,русской,B-TERM
193,торгово,I-TERM
194,-,I-TERM
195,промышленной,I-TERM
196,экспедиции,I-TERM
197,XVII,B-TERM
198,века,I-TERM
199,.,O
200,Богатый,O
201,состав,O
202,собранной,O
203,на,O
204,месте,O
205,этих,O
206,двух,O
207,местонахождении,B-TERM
208,коллекции,B-TERM
209,археологических,I-TERM
210,артефактов,I-TERM
211,делают,O
212,этот,O
213,памятник,B-TERM
214,русской,B-TERM
215,культуры,I-TERM
216,XVII,B-TERM
217,века,I-TERM
218,уникальным,O
219,.,O
