id,token,tag
0,Как,O
1,и,O
2,многие,O
3,тюркские,B-TERM
4,народы,I-TERM
5,",",O
6,казахи,O
7,отличаются,O
8,почтительным,O
9,отношением,O
10,к,O
11,умершим,O
12,.,O
13,В,O
14,данной,O
15,статье,O
16,авторы,O
17,рассматривают,O
18,такие,O
19,вопросы,O
20,",",O
21,как,O
22,причины,O
23,",",O
24,продолжительность,O
25,и,O
26,место,O
27,временного,B-TERM
28,сохранения,I-TERM
29,тела,I-TERM
30,до,O
31,погребения,B-TERM
32,у,O
33,казахского,B-TERM
34,народа,I-TERM
35,.,O
36,Эту,O
37,традицию,B-TERM
38,связывают,O
39,с,O
40,природными,O
41,условиями,O
42,и,O
43,хозяйственным,B-TERM
44,циклом,I-TERM
45,кочевников,B-TERM
46,.,O
47,Опираясь,O
48,на,O
49,этнографические,B-TERM
50,данные,I-TERM
51,",",O
52,авторы,O
53,анализируют,O
54,различные,O
55,варианты,O
56,сохранения,B-TERM
57,тела,I-TERM
58,до,O
59,погребения,B-TERM
60,.,O
61,По,O
62,их,O
63,мнению,O
64,",",O
65,практика,O
66,совершения,O
67,отложенных,B-TERM
68,захоронений,I-TERM
69,берет,O
70,свое,O
71,начало,O
72,с,O
73,периода,B-TERM
74,ранних,I-TERM
75,кочевников,I-TERM
76,евразийских,I-TERM
77,степей,I-TERM
78,.,O
79,Археологические,B-TERM
80,материалы,I-TERM
81,содержат,O
82,свидетельства,O
83,применения,O
84,отложенных,B-TERM
85,захоронений,I-TERM
86,знатных,O
87,лиц,O
88,у,O
89,тюрков,B-TERM
90,.,O
91,Также,O
92,в,O
93,статье,O
94,рассмотрено,O
95,особое,O
96,почитание,O
97,предков,B-TERM
98,",",O
99,которое,O
100,прослеживается,O
101,в,O
102,погребальной,B-TERM
103,обрядности,I-TERM
104,ранних,O
105,кочевников,B-TERM
106,.,O
107,В,O
108,их,O
109,честь,O
110,сооружали,O
111,большие,O
112,курганы,B-TERM
113,и,O
114,погребали,O
115,в,O
116,украшенных,O
117,золотом,O
118,одеждах,O
119,с,O
120,большим,O
121,количеством,O
122,сопроводительного,O
123,инвентаря,B-TERM
124,.,O
