id,token,tag
0,В,O
1,работе,O
2,представлены,O
3,результаты,O
4,численного,B-TERM
5,моделирования,I-TERM
6,задачи,B-TERM
7,о,O
8,движении,O
9,уединенной,B-TERM
10,волны,I-TERM
11,над,O
12,подводным,O
13,препятствием,O
14,в,O
15,виде,O
16,прямоугольной,O
17,ступеньки,O
18,.,O
19,Решение,O
20,данной,O
21,задачи,B-TERM
22,осуществляется,O
23,методом,B-TERM
24,естественных,I-TERM
25,соседей,I-TERM
26,в,O
27,рамках,O
28,модели,B-TERM
29,идеальной,I-TERM
30,несжимаемой,I-TERM
31,жидкости,I-TERM
32,на,O
33,основе,O
34,системы,B-TERM
35,уравнений,I-TERM
36,Эйлера,I-TERM
37,.,O
38,Выявлено,O
39,образование,O
40,вихревых,B-TERM
41,течений,I-TERM
42,вблизи,O
43,ступеньки,O
44,",",O
45,а,O
46,также,O
47,установлено,O
48,влияние,
49,вихрей,B-TERM
50,на,O
51,амплитуды,B-TERM
52,прошедших,O
53,и,O
54,отраженных,B-TERM
55,волн,I-TERM
56,.,O
