id,token,tag
0,В,O
1,данной,O
2,статье,O
3,мы,O
4,даем,O
5,положительный,O
6,ответ,O
7,на,O
8,вопрос,O
9,",",O
10,поставленный,O
11,Дана,O
12,Скоттом,O
13,",",O
14,о,O
15,существовании,B-TERM
16,класса,B-TERM
17,топологических,I-TERM
18,пространств,I-TERM
19,",",O
20,расширяющего,O
21,класс,B-TERM
22,вычислимых,I-TERM
23,метрических,I-TERM
24,пространств,I-TERM
25,и,O
26,класс,B-TERM
27,ω,B-TERM
28,-,I-TERM
29,непрерывных,I-TERM
30,областей,I-TERM
31,",",O
32,и,O
33,для,O
34,которого,O
35,понятие,O
36,вычислимости,B-TERM
37,совпадает,O
38,с,O
39,эффективной,B-TERM
40,непрерывностью,I-TERM
41,.,O
42,В,O
43,статье,O
44,введен,O
45,и,O
46,изучен,O
47,класс,B-TERM
48,эффективно,I-TERM
49,перечислимых,I-TERM
50,топологических,I-TERM
51,пространств,I-TERM
52,",",O
53,обладающий,O
54,выше,O
55,перечисленными,O
56,свойствами,O
57,.,O
