id,token,tag
0,В,O
1,работе,O
2,исследуется,O
3,задача,B-TERM
4,восстановления,I-TERM
5,параметров,I-TERM
6,линейных,B-TERM
7,моделей,I-TERM
8,",",O
9,возникающих,O
10,при,O
11,дискретном,B-TERM
12,моделировании,I-TERM
13,динамики,O
14,генных,B-TERM
15,сетей,I-TERM
16,.,O
17,Решение,O
18,задачи,O
19,проводится,O
20,на,O
21,основе,O
22,известной,O
23,модификации,B-TERM
24,метода,B-TERM
25,обратной,I-TERM
26,итерации,I-TERM
27,.,O
28,Доказывается,O
29,сходимость,B-TERM
30,и,O
31,устанавливается,O
32,оценка,B-TERM
33,скорости,I-TERM
34,сходимости,I-TERM
35,метода,I-TERM
36,.,O
