id,token,tag
0,Для,O
1,уравнений,B-TERM
2,составного,I-TERM
3,типа,I-TERM
4,",",O
5,называемых,O
6,также,O
7,псевдогиперболическими,B-TERM
8,уравнениями,I-TERM
9,",",O
10,исследуется,O
11,разрешимость,B-TERM
12,некоторых,O
13,задач,B-TERM
14,нахождения,I-TERM
15,вместе,O
16,с,O
17,решением,O
18,неизвестного,O
19,коэффициента,B-TERM
20,",",O
21,зависящего,O
22,от,O
23,временной,B-TERM
24,переменной,I-TERM
25,.,O
26,Для,O
27,рассматриваемых,O
28,задач,O
29,доказываются,O
30,теоремы,B-TERM
31,существования,I-TERM
32,регулярных,B-TERM
33,решений,I-TERM
34,.,O
