id,token,tag
0,Для,O
1,изучения,O
2,алгоритмических,B-TERM
3,свойств,I-TERM
4,моделей,I-TERM
5,с,O
6,интересными,O
7,алгебраическими,B-TERM
8,и,O
9,теоретико,B-TERM
10,-,I-TERM
11,модельными,I-TERM
12,свойствами,I-TERM
13,часто,O
14,используются,O
15,их,O
16,структурные,B-TERM
17,свойства,I-TERM
18,.,O
19,Однако,O
20,во,O
21,многих,O
22,случаях,O
23,результаты,O
24,о,O
25,моделях,B-TERM
26,одного,O
27,класса,B-TERM
28,могут,O
29,быть,O
30,перенесены,O
31,на,O
32,модели,B-TERM
33,из,O
34,других,O
35,важных,O
36,классов,O
37,.,O
38,Одним,O
39,из,O
40,способов,O
41,получения,O
42,таких,O
43,результатов,O
44,является,O
45,кодирование,B-TERM
46,исходных,B-TERM
47,моделей,I-TERM
48,в,O
49,модели,B-TERM
50,из,I-TERM
51,заданного,I-TERM
52,класса,I-TERM
53,достаточно,O
54,эффективным,O
55,образом,O
56,",",O
57,чтобы,O
58,сохранить,O
59,все,O
60,нужные,O
61,свойства,O
62,.,O
63,Существует,O
64,множество,O
65,конструкций,O
66,",",O
67,позволяющих,O
68,сводить,O
69,вопросы,O
70,об,O
71,алгоритмических,B-TERM
72,свойствах,I-TERM
73,различных,I-TERM
74,классов,I-TERM
75,к,O
76,аналогичным,O
77,вопросам,O
78,для,O
79,графов,B-TERM
80,.,O
81,С,O
82,другой,O
83,стороны,O
84,",",O
85,результаты,O
86,",",O
87,верные,O
88,для,O
89,графов,B-TERM
90,",",O
91,также,O
92,верны,O
93,для,O
94,класса,B-TERM
95,всех,I-TERM
96,моделей,I-TERM
97,произвольной,I-TERM
98,конечной,I-TERM
99,сигнатуры,I-TERM
100,",",O
101,содержащей,O
102,хотя,O
103,бы,O
104,один,O
105,предикатный,B-TERM
106,или,O
107,функциональный,B-TERM
108,символ,I-TERM
109,местности,O
110,не,O
111,менее,O
112,2,O
113,.,O
114,В,O
115,данной,O
116,работе,O
117,мы,O
118,обобщаем,O
119,этот,O
120,подход,O
121,на,O
122,случай,O
123,всех,O
124,так,O
125,называемых,O
126,богатых,B-TERM
127,сигнатур,I-TERM
128,и,O
129,доказываем,O
130,",",O
131,что,O
132,подобные,O
133,результаты,O
134,можно,O
135,получить,O
136,для,O
137,классов,B-TERM
138,всех,I-TERM
139,моделей,I-TERM
140,произвольной,I-TERM
141,сигнатуры,I-TERM
142,",",O
143,содержащей,O
144,хотя,O
145,бы,O
146,один,O
147,двухместный,B-TERM
148,предикатный,I-TERM
149,символ,I-TERM
150,или,O
151,два,O
152,одноместных,B-TERM
153,функциональных,I-TERM
154,символа,I-TERM
155,.,O
