id,token,tag
0,В,O
1,работе,O
2,рассматривается,O
3,одна,O
4,характеристика,O
5,асимптотической,B-TERM
6,устойчивости,I-TERM
7,нулевого,I-TERM
8,решения,I-TERM
9,линейных,B-TERM
10,систем,I-TERM
11,дифференциальных,B-TERM
12,уравнений,I-TERM
13,с,I-TERM
14,периодическими,I-TERM
15,коэффициентами,I-TERM
16,.,O
17,Предлагается,O
18,способ,O
19,вычисления,O
20,этой,O
21,характеристики,O
22,.,O
23,На,O
24,его,O
25,основе,O
26,был,O
27,разработан,O
28,алгоритм,B-TERM
29,численного,I-TERM
30,исследования,I-TERM
31,асимптотической,B-TERM
32,устойчивости,I-TERM
33,нулевого,B-TERM
34,решения,I-TERM
35,линейных,B-TERM
36,систем,I-TERM
37,дифференциальных,B-TERM
38,уравнений,I-TERM
39,с,I-TERM
40,периодическими,I-TERM
41,коэффициентами,I-TERM
42,.,O
