id,token,tag,nested_1,nested_2,wiki_id
0,Система,B-TERM,B-TERM,,Q58778:0
1,каталогизации,I-TERM,B-TERM,,Q3535655:1
2,и,O,,,
3,мониторинга,B-TERM,B-TERM,,Q2143522:3
4,территориально,I-TERM,B-TERM,,
5,распределенных,I-TERM,I-TERM,,
6,вычислительных,I-TERM,I-TERM,,
7,узлов,I-TERM,I-TERM,,
8,в,O,,,
9,среде,B-TERM,,,
10,WPS,I-TERM,B-TERM,,Q1836466:10
11,сервисов,I-TERM,,,
12,для,O,,,
13,решения,O,,,
14,геологических,B-TERM,,,
15,задач,I-TERM,,,
16,Данная,O,,,
17,работа,O,,,
18,посвящена,O,,,
19,разработке,O,,,
20,подхода,O,,,
21,к,O,,,
22,каталогизации,B-TERM,B-TERM,,Q3535655:22
23,разнородных,I-TERM,,,
24,web,I-TERM,B-TERM,,Q193424:24.25.26
25,-,I-TERM,I-TERM,,
26,сервисов,I-TERM,I-TERM,,
27,территориально,I-TERM,,,
28,распределенных,I-TERM,,,
29,вычислительных,I-TERM,,,
30,узлов,I-TERM,,,
31,в,O,,,
32,вычислительно,B-TERM,,,
33,-,I-TERM,,,
34,аналитической,I-TERM,,,
35,геологической,I-TERM,B-TERM,,"Q3936418:35,36"
36,среде,I-TERM,I-TERM,,
37,",",O,,,
38,а,O,,,
39,также,O,,,
40,принципов,O,,,
41,по,O,,,
42,созданию,O,,,
43,системы,B-TERM,B-TERM,,Q58778:43
44,мониторинга,I-TERM,B-TERM,B-TERM,Q2143522:44
45,web,I-TERM,I-TERM,,
46,-,I-TERM,I-TERM,,
47,сервисов,I-TERM,I-TERM,,
48,",",O,,,
49,присутствующих,O,,,
50,в,O,,,
51,каталоге,O,,,
52,.,O,,,
53,Для,O,,,
54,этого,O,,,
55,в,O,,,
56,статье,O,,,
57,рассматриваются,O,,,
58,используемые,O,,,
59,в,O,,,
60,мире,O,,,
61,подходы,O,,,
62,по,O,,,
63,организации,B-TERM,,,
64,каталогов,I-TERM,B-TERM,,
65,web,I-TERM,I-TERM,B-TERM,"Q193424:65,66,67"
66,-,I-TERM,I-TERM,I-TERM,
67,сервисов,I-TERM,I-TERM,I-TERM,
68,на,O,,,
69,основе,O,,,
70,SOAP,B-TERM,,,Q189620:70
71,(,O,,,
72,Simple,B-TERM,,,"Q189620:72,73,74,75"
73,Object,I-TERM,,,
74,Access,I-TERM,,,
75,Protocol,I-TERM,,,
76,),O,,,
77,протокола,B-TERM,,,
78,",",O,,,
79,с,O,,,
80,использованием,O,,,
81,UDDI,B-TERM,,,Q846450:81
82,(,O,,,
83,Universal,B-TERM,,,"Q846450:83,84,85,86,87"
84,Description,I-TERM,,,
85,Discovery,I-TERM,,,
86,and,I-TERM,,,
87,Integration,I-TERM,,,
88,),O,,,
89,реестров,B-TERM,,,
90,.,O,,,
91,На,O,,,
92,основе,O,,,
93,исследованного,O,,,
94,материала,O,,,
95,предлагается,O,,,
96,схема,B-TERM,,,
97,для,I-TERM,,,
98,описания,I-TERM,,,
99,разнородных,I-TERM,,,
100,web,I-TERM,B-TERM,,"Q193424:100,101,102"
101,-,I-TERM,I-TERM,,
102,сервисов,I-TERM,I-TERM,,
103,с,O,,,
104,возможностью,O,,,
105,дальнейшего,O,,,
106,создания,O,,,
107,каталога,B-TERM,,,
108,web,I-TERM,B-TERM,,"Q193424:108,109,110"
109,-,I-TERM,I-TERM,,
110,сервисов,I-TERM,I-TERM,,
111,",",O,,,
112,включающего,O,,,
113,функции,B-TERM,,,
114,поиска,I-TERM,,,
115,и,I-TERM,,,
116,получения,I-TERM,,,
117,метаинформации,I-TERM,,,
118,о,O,,,
119,каждом,O,,,
120,сервисе,O,,,
121,в,O,,,
122,каталоге,B-TERM,,,Q2352616:122
123,.,O,,,
124,Также,O,,,
125,в,O,,,
126,статье,O,,,
127,кратко,O,,,
128,описываются,O,,,
129,принципы,O,,,
130,",",O,,,
131,на,O,,,
132,основе,O,,,
133,которых,O,,,
134,функционирует,O,,,
135,вычислительно,B-TERM,,,
136,-,I-TERM,,,
137,аналитическая,I-TERM,,,
138,геологическая,I-TERM,B-TERM,,"Q3936418:138,139"
139,среда,I-TERM,I-TERM,,
140,",",O,,,
141,в,O,,,
142,рамках,O,,,
143,которой,O,,,
144,разрабатывается,O,,,
145,система,B-TERM,B-TERM,,Q58778:145
146,каталогизации,I-TERM,B-TERM,,Q3535655:146
147,и,I-TERM,,,
148,мониторинга,I-TERM,B-TERM,,Q2143522:148
149,",",O,,,
150,и,O,,,
151,приводится,O,,,
152,список,O,,,
153,территориально,B-TERM,,,
154,распределенных,I-TERM,,,
155,web,I-TERM,B-TERM,,"Q193424:155,156,157"
156,-,I-TERM,I-TERM,,
157,сервисов,I-TERM,I-TERM,,
158,по,I-TERM,,,
159,обработке,I-TERM,,,
160,разнородных,I-TERM,,,
161,данных,I-TERM,,,
162,",",O,,,
163,используемых,O,,,
164,в,O,,,
165,данной,O,,,
166,среде,B-TERM,,,
167,.,O,,,
