id,token,tag,nested_1,nested_2,wiki_id
0,Описание,O,,,
1,долговременной,B-TERM,,,
2,эволюции,I-TERM,B-TERM,,
3,берегового,I-TERM,I-TERM,,
4,профиля,I-TERM,I-TERM,,
5,на,O,,,
6,основе,O,,,
7,диффузионной,B-TERM,,,
8,модели,I-TERM,B-TERM,,Q1979154:8
9,Рассматривается,O,,,
10,диффузионная,B-TERM,,,
11,модель,I-TERM,B-TERM,,Q1979154:8
12,для,O,,,
13,описания,O,,,
14,долговременной,B-TERM,,,
15,эволюции,I-TERM,B-TERM,,
16,профиля,I-TERM,I-TERM,B-TERM,
17,глубин,I-TERM,I-TERM,I-TERM,
18,в,O,,,
19,прибрежной,B-TERM,,,
20,зоне,I-TERM,,,
21,.,O,,,
22,Для,O,,,
23,калибровки,B-TERM,,,
24,модели,I-TERM,B-TERM,,Q1979154:24
25,решалась,O,,,
26,обратная,B-TERM,B-TERM,,"Q1567213:26,27"
27,задача,I-TERM,I-TERM,,
28,восстановления,I-TERM,,,
29,коэффициентов,I-TERM,,,
30,по,O,,,
31,дополнительным,O,,,
32,граничным,B-TERM,,,"Q18382796:32,33"
33,условиям,I-TERM,,,
34,путем,O,,,
35,минимизации,B-TERM,,,
36,функционала,I-TERM,,,
37,невязки,I-TERM,,,
38,.,O,,,
39,Многомерная,B-TERM,,,
40,оптимизация,I-TERM,,,
41,функционала,I-TERM,,,
42,проводилась,O,,,
43,методом,B-TERM,,,"Q2662197:43,44,45"
44,дифференциальной,I-TERM,,,
45,эволюции,I-TERM,,,
46,.,O,,,
47,Для,O,,,
48,вычисления,O,,,
49,профиля,B-TERM,,,
50,глубин,I-TERM,,,
51,применялся,O,,,
52,метод,B-TERM,,,"Q220184:52,53,54"
53,конечных,I-TERM,,,
54,элементов,I-TERM,,,
55,.,O,,,
56,Тестирование,O,,,
57,проводилось,O,,,
58,на,O,,,
59,базе,B-TERM,,,
60,данных,I-TERM,,,
61,JARKUS,I-TERM,,,
62,при,O,,,
63,различных,O,,,
64,пространственных,B-TERM,,,
65,и,O,,,
66,временных,B-TERM,,,"Q186081:66,67"
67,интервалах,I-TERM,,,
68,.,O,,,
69,Достигнута,O,,,
70,относительная,B-TERM,,,"Q196372:70,71"
71,погрешность,I-TERM,,,
72,описания,O,,,
73,эволюции,B-TERM,,,
74,берегового,I-TERM,,,
75,профиля,I-TERM,,,
76,на,O,,,
77,уровне,O,,,
78,не,O,,,
79,более,O,,,
80,5,O,,,
81,%.,O,,,
