id,token,tag
0,Идентичность,B-TERM
1,рассматривается,O
2,как,O
3,некая,O
4,структура,B-TERM
5,",",O
6,матрица,O
7,автономного,B-TERM
8,Self,I-TERM
9,",",O
10,переживаемая,O
11,субъективно,O
12,как,O
13,чувство,B-TERM
14,тождественности,I-TERM
15,и,O
16,постоянства,B-TERM
17,собственной,I-TERM
18,личности,I-TERM
19,",",O
20,сопровождающееся,O
21,ощущением,O
22,целенаправленности,O
23,и,O
24,осмысленности,O
25,своей,O
26,жизни,O
27,и,O
28,уверенности,O
29,во,O
30,внешнем,B-TERM
31,одобрении,I-TERM
32,.,O
33,Мифосознание,B-TERM
34,отражает,O
35,общие,O
36,характеристики,O
37,мифологического,B-TERM
38,способа,I-TERM
39,освоения,I-TERM
40,действительности,I-TERM
41,.,O
42,Структуры,B-TERM
43,и,O
44,функции,B-TERM
45,мифосознания,B-TERM
46,рассматривались,O
47,как,O
48,составляющие,O
49,процесса,B-TERM
50,развития,I-TERM
51,личности,I-TERM
52,и,O
53,определялись,O
54,целями,O
55,и,O
56,особенностями,O
57,доминирующей,O
58,формы,B-TERM
59,представленности,I-TERM
60,мифосознания,B-TERM
61,.,O
62,Типы,O
63,проявления,O
64,мифосознания,B-TERM
65,",",O
66,определяются,O
67,особенностями,O
68,господствующей,O
69,конфигурации,B-TERM
70,знакового,I-TERM
71,опосредствования,I-TERM
72,в,O
73,различных,O
74,видах,O
75,человеческой,O
76,жизнедеятельности,O
77,.,O
78,Основной,O
79,предмет,O
80,изучения,O
81,–,O
82,особенности,O
83,проявления,O
84,мифосознания,B-TERM
85,в,O
86,связи,O
87,с,O
88,проблемами,B-TERM
89,идентичности,I-TERM
90,.,O
