id,token,tag
0,Ценностное,B-TERM
1,измерение,I-TERM
2,понимается,O
3,как,O
4,оценка,O
5,интенсивности,B-TERM
6,ценностных,B-TERM
7,отношений,I-TERM
8,личности,B-TERM
9,к,O
10,себе,O
11,и,O
12,другим,O
13,.,O
14,Выделяются,O
15,ценностные,B-TERM
16,критерии,I-TERM
17,идентификации,B-TERM
18,(,O
19,«,B-TERM
20,Я,I-TERM
21,»,I-TERM
22,",",O
23,«,B-TERM
24,Идеальное,I-TERM
25,»,I-TERM
26,",",O
27,«,B-TERM
28,Антиидеальное,I-TERM
29,»,I-TERM
30,),O
31,и,O
32,соответствующие,O
33,им,O
34,ценностные,B-TERM
35,уровни,I-TERM
36,в,O
37,структуре,B-TERM
38,идентичности,I-TERM
39,.,O
40,Обсуждаются,O
41,возможные,O
42,механизмы,B-TERM
43,идентификации,I-TERM
44,",",O
45,специфичные,O
46,для,O
47,разных,O
48,уровней,O
49,и,O
50,разновидностей,O
51,идентичности,B-TERM
52,.,O
