id,token,tag
0,Изучались,
1,особенности,
2,психологического,B-TERM
3,времени,I-TERM
4,трех,
5,групп,
6,женщин,
7,возраста,
8,55,
9,–,
10,65,
11,лет,
12,.,
13,Женщины,
14,первой,
15,и,
16,второй,
17,групп,
18,завершили,
19,свою,
20,профессиональную,B-TERM
21,деятельность,I-TERM
22,.,
23,Первую,
24,группу,
25,составили,
26,15,
27,социально,
28,активных,
29,женщин,
30,",",
31,которые,
32,участвовали,
33,в,
34,различных,
35,творческих,
36,объединениях,
37,при,
38,Домах,
39,культуры,
40,",",
41,а,
42,также,
43,в,
44,работе,
45,районного,
46,совета,
47,ветеранов,
48,.,
49,Во,
50,вторую,
51,группу,
52,вошли,
53,15,
54,женщин,
55,",",
56,основное,
57,время,
58,посвящающие,
59,домашнему,
60,хозяйству,
61,и,
62,общению,
63,с,
64,близкими,
65,и,
66,родственниками,
67,.,
68,Третью,
69,группу,
70,составили,
71,20,
72,женщин,
73,",",
74,продолжающих,
75,работать,
76,.,
77,В,
78,исследовании,
79,использовался,
80,мотивационный,B-TERM
81,список,I-TERM
82,",",
83,список,
84,событий,
85,прошлого,
86,и,
87,будущего,
88,",",
89,опросник,B-TERM
90,временной,I-TERM
91,перспективы,I-TERM
92,ZTPI,I-TERM
93,P,
94,.,
95,Zimbardo,
96,и,
97,J,
98,.,
99,Boyd,
100,",",
101,включая,
102,шкалу,B-TERM
103,трансцендентальной,I-TERM
104,временной,I-TERM
105,перспективы,I-TERM
106,",",
107,оценивалась,
108,ожидаемая,
109,продолжительность,
110,жизни,
111,и,
112,психологический,B-TERM
113,(,
114,субъективный,B-TERM
115,и,
116,желаемый,B-TERM
117,),
118,возраст,B-TERM
119,.,
120,Данное,
121,явление,
122,наиболее,
123,выражено,
124,у,
125,социально,
126,активных,
127,женщин,
128,.,
129,Структура,
130,временной,B-TERM
131,перспективы,I-TERM
132,и,
133,ее,
134,содержание,
135,существенно,
136,различаются,
137,в,
138,исследованных,
139,группах,
140,",",
141,причем,
142,основные,
143,различия,
144,касаются,
145,перспективы,
146,будущего,
147,.,
