id,token,tag
0,Представлен,
1,анализ,
2,сравнительного,B-TERM
3,эмпирического,I-TERM
4,исследования,I-TERM
5,проявлений,
6,инновационности,B-TERM
7,личности,I-TERM
8,у,
9,руководителей,
10,в,
11,различные,
12,периоды,B-TERM
13,взрослости,I-TERM
14,.,
15,На,
16,основе,
17,подробно,
18,описанной,
19,стратегии,B-TERM
20,исследования,I-TERM
21,и,
22,обоснования,
23,результатов,
24,автор,
25,представляет,
26,значимые,
27,характеристики,
28,инновационности,B-TERM
29,личности,I-TERM
30,руководителя,
31,и,
32,предлагает,
33,практические,
34,основы,
35,их,
36,развития,
37,в,
38,процессе,
39,организации,
40,корпоративного,B-TERM
41,обучения,I-TERM
42,.,
