id,token,tag
0,Представлен,O
1,теоретический,B-TERM
2,анализ,I-TERM
3,научных,B-TERM
4,подходов,I-TERM
5,к,O
6,понятиям,O
7,«,O
8,потенциал,B-TERM
9,»,O
10,",",O
11,«,O
12,инновационный,B-TERM
13,потенциал,I-TERM
14,»,O
15,",",O
16,«,O
17,инновационный,B-TERM
18,потенциал,I-TERM
19,личности,I-TERM
20,»,O
21,в,O
22,психологии,B-TERM
23,.,O
24,На,O
25,основе,O
26,методологического,B-TERM
27,анализа,I-TERM
28,автор,O
29,рассматривает,O
30,основные,O
31,составляющие,O
32,инновационного,B-TERM
33,потенциала,I-TERM
34,личности,I-TERM
35,:,O
36,креативность,B-TERM
37,",",O
38,инновационность,B-TERM
39,",",O
40,предприимчивость,B-TERM
41,.,O
