id,token,tag
0,Автор,O
1,обращает,O
2,внимание,O
3,на,O
4,сосредоточенность,O
5,современных,O
6,исследований,O
7,при,O
8,изучении,O
9,феномена,B-TERM
10,«,I-TERM
11,красоты,I-TERM
12,человека,I-TERM
13,»,I-TERM
14,на,O
15,внешней,O
16,привлекательности,O
17,.,O
18,Предлагается,O
19,рассматривать,O
20,данный,O
21,феномен,B-TERM
22,целостно,O
23,",",O
24,с,O
25,учетом,O
26,духовно,B-TERM
27,-,I-TERM
28,душевно,I-TERM
29,-,I-TERM
30,телесной,I-TERM
31,природы,I-TERM
32,человека,I-TERM
33,.,O
34,При,O
35,исследовании,O
36,данной,O
37,проблемы,O
38,автор,O
39,считает,O
40,полезным,O
41,привлечение,O
42,литературно,B-TERM
43,-,I-TERM
44,художественного,I-TERM
45,материала,I-TERM
46,.,O
