id,token,tag
0,Анализируются,
1,российские,
2,диссертации,B-TERM
3,последних,
4,десяти,
5,лет,
6,",",
7,посвященные,
8,проблеме,
9,личностной,B-TERM
10,идентичности,I-TERM
11,.,
12,Обсуждается,
13,определение,
14,и,
15,понимание,
16,феномена,B-TERM
17,личностной,I-TERM
18,идентичности,I-TERM
19,.,
20,Отсутствуют,
21,единые,
22,представления,
23,о,
24,содержании,
25,и,
26,определении,
27,личностной,B-TERM
28,идентичности,I-TERM
29,",",
30,содержание,
31,личностной,B-TERM
32,идентичности,I-TERM
33,специфично,
34,на,
35,каждом,
36,этапе,
37,её,
38,становления,B-TERM
39,.,
40,Рассматриваются,
41,факторы,B-TERM
42,становления,I-TERM
43,личностной,B-TERM
44,идентичности,I-TERM
45,.,
46,Изучены,
47,факторы,B-TERM
48,самооценки,B-TERM
49,",",
50,принятия,B-TERM
51,себя,I-TERM
52,",",
53,развития,
54,мышления,B-TERM
55,",",
56,миграции,B-TERM
57,",",
58,продолжительного,
59,неуспеха,
60,",",
61,предпочитаемых,
62,когнитивных,B-TERM
63,стилей,I-TERM
64,и,
65,др,
66,.,
67,Ставится,
68,вопрос,
69,о,
70,неравнозначности,
71,вклада,
72,различных,
73,факторов,B-TERM
74,и,
75,об,
76,их,
77,соотношении,
78,.,
