id,token,tag
0,Дается,
1,обзор,
2,факторов,
3,",",
4,приводящих,
5,к,
6,изменениям,
7,в,
8,структуре,
9,медиаотрасли,B-TERM
10,и,
11,формах,
12,предоставляемого,
13,СМИ,B-TERM
14,контента,B-TERM
15,.,
16,При,
17,этом,
18,упор,
19,делается,
20,на,
21,изменившиеся,
22,условия,
23,существования,
24,самих,
25,медиа,B-TERM
26,как,
27,социального,B-TERM
28,явления,I-TERM
29,",",
30,новых,
31,ожиданиях,
32,аудитории,B-TERM
33,и,
34,процессах,
35,восприятия,
36,медиапродукта,B-TERM
37,.,
38,Приводятся,
39,«,B-TERM
40,проклятые,I-TERM
41,вопросы,I-TERM
42,»,I-TERM
43,медиарынка,B-TERM
44,",",
45,ответы,
46,на,
47,которые,
48,пытаются,
49,найти,
50,руководители,
51,всех,
52,типов,
53,СМИ,B-TERM
54,",",
55,рассматриваются,
56,бизнес,B-TERM
57,-,I-TERM
58,стратегии,I-TERM
59,медиаотрасли,I-TERM
60,",",
61,которые,
62,аналитики,
63,рынка,
64,обозначают,
65,в,
66,качестве,
67,перспективных,
68,.,
