id,token,tag
0,Статья,
1,посвящена,
2,описанию,
3,прецедентных,B-TERM
4,феноменов,I-TERM
5,",",
6,функционирующих,
7,в,
8,определенной,
9,структурной,B-TERM
10,константе,I-TERM
11,рекламного,B-TERM
12,текста,I-TERM
13,.,
14,Функциональное,B-TERM
15,наполнение,I-TERM
16,прецедентного,B-TERM
17,феномена,I-TERM
18,оказывается,
19,различным,
20,в,
21,зависимости,
22,от,
23,презентации,B-TERM
24,в,
25,определенном,
26,структурном,B-TERM
27,элементе,I-TERM
28,.,
29,Закрепление,
30,прецедентного,B-TERM
31,феномена,I-TERM
32,в,
33,заголовке,B-TERM
34,способствует,
35,тому,
36,",",
37,что,
38,данный,
39,прецедент,B-TERM
40,раскрывается,
41,как,
42,наиболее,
43,важная,
44,тема,B-TERM
45,текста,I-TERM
46,",",
47,как,
48,отражение,
49,авторского,B-TERM
50,замысла,I-TERM
51,",",
52,как,
53,«,B-TERM
54,доминантный,I-TERM
55,»,I-TERM
56,материал,I-TERM
57,",",
58,привлекающий,
59,внимание,
60,читателя,
61,и,
62,определяющий,
63,построение,B-TERM
64,текста,I-TERM
65,.,
