id,token,tag
0,У,O
1,103,O
2,пациентов,O
3,с,O
4,острым,B-TERM
5,инфарктом,I-TERM
6,миокарда,I-TERM
7,(,O
8,ОИМ,B-TERM
9,),O
10,определена,O
11,периферическая,B-TERM
12,сосудистая,I-TERM
13,реактивность,I-TERM
14,к,O
15,вазоактивным,B-TERM
16,веществам,I-TERM
17,прессорного,B-TERM
18,и,O
19,депрессорного,B-TERM
20,механизмов,I-TERM
21,действия,I-TERM
22,.,O
23,Установлено,O
24,",",O
25,что,O
26,динамика,O
27,изменения,O
28,показателей,O
29,зависит,O
30,от,O
31,тяжести,O
32,течения,O
33,ОИМ,B-TERM
34,.,O
35,Определён,O
36,уровень,O
37,сосудистой,B-TERM
38,реактивности,I-TERM
39,к,O
40,гистамину,B-TERM
41,",",O
42,позволяющий,O
43,прогнозировать,O
44,частоту,O
45,наступления,O
46,фатальных,O
47,сердечно,B-TERM
48,-,I-TERM
49,сосудистых,I-TERM
50,событий,I-TERM
51,с,O
52,чувствительностью,B-TERM
53,59,O
54,%,O
55,и,O
56,специфичностью,B-TERM
57,84,O
58,%,O
59,.,O
60,Доказано,O
61,",",O
62,что,O
63,параметры,O
64,сосудистой,B-TERM
65,реактивности,I-TERM
66,тесно,O
67,кореллируют,O
68,с,O
69,показателями,O
70,дисфункции,B-TERM
71,эндотелия,B-TERM
72,.,O
