id,token,tag
0,Обследовано,O
1,190,O
2,больных,O
3,с,O
4,острым,B-TERM
5,инфарктом,I-TERM
6,миокарда,I-TERM
7,",",O
8,которые,O
9,получали,O
10,внутривенную,B-TERM
11,лазеротерапию,I-TERM
12,(,O
13,632,O
14,",",O
15,8,O
16,нм,B-TERM
17,),O
18,",",O
19,из,O
20,них,O
21,46,O
22,в,O
23,сочетании,O
24,с,O
25,физическими,O
26,тренировками,O
27,методом,B-TERM
28,дозированной,I-TERM
29,ходьбы,I-TERM
30,.,O
31,Показано,O
32,",",O
33,что,O
34,дополнение,O
35,физической,B-TERM
36,реабилитации,I-TERM
37,лазеротерапией,B-TERM
38,на,O
39,стационарном,B-TERM
40,этапе,I-TERM
41,достоверно,O
42,повышает,O
43,пороговую,B-TERM
44,мощность,I-TERM
45,по,O
46,данным,O
47,ВЭМ,B-TERM
48,на,O
49,18,O
50,",",O
51,6,O
52,%,O
53,",",O
54,снижает,O
55,частоту,B-TERM
56,безболевой,B-TERM
57,ишемии,I-TERM
58,миокарда,I-TERM
59,в,O
60,1,O
61,",",O
62,7,O
63,раза,O
64,",",O
65,оказывает,O
66,антиаритмический,B-TERM
67,эффект,I-TERM
68,.,O
69,Благоприятное,O
70,влияние,O
71,лазеротерапии,B-TERM
72,сохраняется,O
73,не,O
74,менее,O
75,6,O
76,месяцев,O
77,.,O
