id,token,tag
0,Проведен,O
1,анализ,O
2,диагностического,B-TERM
3,обследования,I-TERM
4,112,O
5,пациентов,O
6,с,O
7,экзофорией,B-TERM
8,",",O
9,с,O
10,определением,O
11,БТК,B-TERM
12,",",O
13,введение,O
14,нового,O
15,показателя,O
16,величины,O
17,выраженности,O
18,V,B-TERM
19,-,I-TERM
20,синдрома,I-TERM
21,",",O
22,угла,O
23,косоглазия,B-TERM
24,по,O
25,горизонтали,O
26,",",O
27,степень,O
28,компенсации,O
29,экзофории,B-TERM
30,.,O
31,У,O
32,70,O
33,пациентов,O
34,выявлено,O
35,наличие,O
36,экзофории,B-TERM
37,с,O
38,V,B-TERM
39,-,I-TERM
40,синдромом,I-TERM
41,без,O
42,гиперфункции,B-TERM
43,нижних,B-TERM
44,косых,I-TERM
45,мышц,I-TERM
46,.,O
47,Основной,O
48,группе,O
49,(,O
50,ОГ,O
51,),O
52,больных,O
53,проведена,O
54,коррекция,O
55,горизонтального,B-TERM
56,угла,I-TERM
57,косоглазия,I-TERM
58,с,O
59,вертикальной,B-TERM
60,транспозицией,I-TERM
61,.,O
62,Разработана,O
63,новая,O
64,техника,O
65,выполнения,O
66,усиливающей,O
67,операции,O
68,–,O
69,срединной,B-TERM
70,дупликатуры,I-TERM
71,с,O
72,учетом,O
73,введения,O
74,нового,O
75,показателя,O
76,выраженности,O
77,V,B-TERM
78,-,I-TERM
79,синдрома,I-TERM
80,.,O
81,В,O
82,группе,O
83,сравнения,O
84,(,O
85,ГС,O
86,),O
87,не,O
88,проводилась,O
89,вертикальная,B-TERM
90,транспозиция,I-TERM
91,и,O
92,выполнена,O
93,усиливающая,O
94,операция,O
95,–,O
96,резекция,B-TERM
97,.,O
98,После,O
99,проведения,O
100,хирургического,O
101,лечения,O
102,в,O
103,сравниваемых,O
104,группах,O
105,отмечалось,O
106,уменьшение,O
107,величины,O
108,девиации,B-TERM
109,по,O
110,горизонтали,O
111,с,O
112,увеличением,O
113,конвергентных,B-TERM
114,резервов,I-TERM
115,(,O
116,БТК,B-TERM
117,),O
118,.,O
119,В,O
120,ОГ,O
121,преобладало,O
122,устранение,O
123,V,B-TERM
124,-,I-TERM
125,синдрома,I-TERM
126,и,O
127,компенсация,O
128,фории,B-TERM
129,.,O
130,В,O
131,ГС,O
132,V,B-TERM
133,-,I-TERM
134,синдром,I-TERM
135,сохранялся,O
136,",",O
137,экзофория,B-TERM
138,была,O
139,субкомпенсирована,O
140,.,O
141,Вертикальная,B-TERM
142,транспозиция,I-TERM
143,с,O
144,использованием,O
145,срединной,B-TERM
146,дупликатуры,I-TERM
147,является,O
148,методом,O
149,выбора,O
150,хирургического,O
151,лечения,O
152,данной,O
153,патологии,B-TERM
154,с,O
155,получением,O
156,стойких,O
157,результатов,O
158,при,O
159,соблюдении,O
160,правил,O
161,диагностики,O
162,и,O
163,техники,O
164,выполнения,O
165,.,O
