id,token,tag
0,При,O
1,динамическом,B-TERM
2,мониторинге,I-TERM
3,показателей,O
4,соматического,B-TERM
5,состояния,I-TERM
6,у,O
7,10,O
8,пациентов,O
9,с,O
10,меланомой,B-TERM
11,хориоидеи,I-TERM
12,после,O
13,системного,O
14,введения,O
15,авастина,B-TERM
16,перед,O
17,лазеркоагуляцией,B-TERM
18,опухоли,B-TERM
19,ни,O
20,в,O
21,одном,O
22,случае,O
23,не,O
24,выявлено,O
25,существенных,O
26,изменений,O
27,показателей,O
28,системного,O
29,АД,B-TERM
30,",",O
31,эритроцитарного,B-TERM
32,ростка,I-TERM
33,крови,I-TERM
34,",",O
35,ЭКГ,B-TERM
36,",",O
37,наличия,O
38,аллергических,B-TERM
39,реакций,I-TERM
40,",",O
41,субъективных,O
42,неприятных,O
43,ощущений,O
44,.,O
45,При,O
46,этом,O
47,во,O
48,всех,O
49,10,O
50,глазах,O
51,были,O
52,созданы,O
53,более,O
54,оптимальные,O
55,условия,O
56,для,O
57,выполнения,O
58,лазеркоагуляции,B-TERM
59,опухоли,I-TERM
60,методом,B-TERM
61,транспупиллярной,I-TERM
62,термотерапии,I-TERM
63,(,O
64,достоверно,O
65,снизилась,O
66,высота,O
67,экссудативной,B-TERM
68,отслойки,I-TERM
69,сетчатки,I-TERM
70,",",O
71,произошла,O
72,частичная,O
73,редукция,O
74,собственной,O
75,сосудистой,B-TERM
76,сети,I-TERM
77,опухоли,I-TERM
78,),O
79,.,O
