id,token,tag
0,Проанализировано,O
1,состояние,O
2,репродуктивного,B-TERM
3,здоровья,I-TERM
4,женщин,O
5,(,O
6,n,O
7,#ERROR!,O
8,231,O
9,),O
10,и,O
11,их,O
12,потомков,O
13,1,O
14,-,O
15,го,O
16,(,O
17,n,O
18,#ERROR!,O
19,360,O
20,),O
21,и,O
22,2,O
23,-,O
24,го,O
25,поколений,O
26,(,O
27,n,O
28,#ERROR!,O
29,112,O
30,),O
31,",",O
32,находившихся,O
33,в,O
34,зоне,B-TERM
35,радиационного,I-TERM
36,воздействия,I-TERM
37,на,O
38,следе,B-TERM
39,ядерного,I-TERM
40,взрыва,I-TERM
41,1949,O
42,г,O
43,.,O
44,на,O
45,Семипалатинском,O
46,полигоне,O
47,.,O
48,Проведено,O
49,определение,O
50,субпопуляционной,B-TERM
51,структуры,I-TERM
52,иммунокомпетентных,B-TERM
53,клеток,I-TERM
54,",",O
55,концентрации,O
56,фактора,B-TERM
57,некроза,I-TERM
58,опухоли,I-TERM
59,в,O
60,сыворотке,B-TERM
61,крови,I-TERM
62,.,O
63,Показано,O
64,преобладание,O
65,у,O
66,облученных,O
67,и,O
68,их,O
69,потомков,O
70,1,O
71,-,O
72,го,O
73,и,O
74,2,O
75,-,O
76,го,O
77,поколений,O
78,экстрагенитальной,B-TERM
79,",",O
80,гинекологической,B-TERM
81,заболеваемости,I-TERM
82,",",O
83,осложненного,B-TERM
84,течения,I-TERM
85,беременности,I-TERM
86,.,O
87,У,O
88,женщин,O
89,2,O
90,-,O
91,го,O
92,поколения,O
93,обнаружены,O
94,изменения,O
95,субпопуляционной,B-TERM
96,структуры,I-TERM
97,иммунокомпетентных,B-TERM
98,клеток,I-TERM
99,.,O
100,Выявлено,O
101,значимое,O
102,увеличение,O
103,активности,O
104,одного,O
105,из,O
106,провоспалительных,B-TERM
107,цитокинов,I-TERM
108,–,O
109,фактора,B-TERM
110,некроза,I-TERM
111,опухоли,I-TERM
112,.,O
