id,token,tag
0,Изучена,O
1,частота,O
2,легочных,B-TERM
3,осложнений,I-TERM
4,у,O
5,104,O
6,пациентов,O
7,с,O
8,сочетанными,B-TERM
9,повреждениями,I-TERM
10,груди,I-TERM
11,и,I-TERM
12,сегментов,I-TERM
13,конечностей,I-TERM
14,.,O
15,Все,O
16,пациенты,O
17,разделены,O
18,на,O
19,две,O
20,группы,O
21,:,O
22,основную,O
23,составили,O
24,46,O
25,больных,O
26,с,O
27,сочетанными,B-TERM
28,повреждениями,I-TERM
29,груди,I-TERM
30,и,I-TERM
31,конечностей,I-TERM
32,",",O
33,сравнительную,O
34,–,O
35,58,O
36,пострадавших,O
37,с,O
38,изолированными,B-TERM
39,травмами,I-TERM
40,груди,I-TERM
41,.,O
42,Установлено,O
43,",",O
44,что,O
45,легочные,B-TERM
46,осложнения,I-TERM
47,выявлены,O
48,в,O
49,91,O
50,",",O
51,3,O
52,%,O
53,случаев,O
54,у,O
55,больных,O
56,с,O
57,сочетанными,B-TERM
58,повреждениями,I-TERM
59,груди,I-TERM
60,и,I-TERM
61,конечностей,I-TERM
62,.,O
63,Двусторонние,B-TERM
64,повреждения,I-TERM
65,грудной,B-TERM
66,клетки,I-TERM
67,у,O
68,пациентов,O
69,с,O
70,сочетанными,B-TERM
71,травмами,I-TERM
72,встречались,O
73,в,O
74,3,O
75,",",O
76,5,O
77,раза,O
78,чаще,O
79,",",O
80,чем,O
81,у,O
82,пациентов,O
83,с,O
84,изолированными,B-TERM
85,повреждениями,I-TERM
86,груди,I-TERM
87,.,O
88,Таким,O
89,образом,O
90,",",O
91,изолированная,B-TERM
92,травма,I-TERM
93,груди,I-TERM
94,в,O
95,34,O
96,",",O
97,7,O
98,%,O
99,случаев,O
100,осложнялась,O
101,пневмотораксом,B-TERM
102,",",O
103,при,O
104,сочетанных,B-TERM
105,повреждениях,I-TERM
106,данный,O
107,признак,O
108,выявлен,O
109,у,O
110,21,O
111,",",O
112,6,O
113,%,O
114,больных,O
115,.,O
116,Гемо,O
117,-,O
118,и,O
119,гемопневмоторакс,B-TERM
120,в,O
121,большинстве,O
122,случаев,O
123,(,O
124,78,O
125,",",O
126,4,O
127,%,O
128,),O
129,возникали,O
130,при,O
131,сочетанных,B-TERM
132,повреждениях,I-TERM
133,груди,I-TERM
134,и,I-TERM
135,сегментов,I-TERM
136,конечностей,I-TERM
137,по,O
138,сравнению,O
139,с,O
140,изолированными,B-TERM
141,травмами,I-TERM
142,грудной,B-TERM
143,клетки,I-TERM
144,(,O
145,65,O
146,",",O
147,3,O
148,%,O
149,),O
150,.,O
