id,token,tag
0,Изучены,O
1,клинико,O
2,-,O
3,лабораторные,O
4,особенности,O
5,течения,O
6,воспалительных,B-TERM
7,заболеваний,I-TERM
8,придатков,B-TERM
9,матки,I-TERM
10,у,O
11,164,O
12,пациенток,O
13,в,O
14,возрасте,O
15,от,O
16,15,O
17,до,O
18,60,O
19,лет,O
20,.,O
21,Проведено,O
22,рандомизированное,O
23,клиническое,O
24,испытание,O
25,различных,O
26,способов,O
27,лимфотроптого,B-TERM
28,введения,I-TERM
29,антибиотиков,B-TERM
30,в,O
31,комплексном,O
32,лечении,O
33,данной,O
34,патологии,B-TERM
35,у,O
36,женщин,O
37,разных,O
38,возрастных,O
39,групп,O
40,.,O
41,Показано,O
42,",",O
43,что,O
44,воспалительные,B-TERM
45,заболевания,I-TERM
46,придатков,B-TERM
47,матки,I-TERM
48,имеют,O
49,клинико,O
50,-,O
51,лабораторные,O
52,особенности,O
53,в,O
54,разные,O
55,возрастные,O
56,периоды,O
57,.,O
58,Дисбиоз,B-TERM
59,влагалища,I-TERM
60,и,O
61,вагинит,B-TERM
62,",",O
63,более,O
64,частое,O
65,выявление,O
66,хламидий,B-TERM
67,и,O
68,уреаплазм,B-TERM
69,у,O
70,девочек,O
71,",",O
72,не,O
73,имеющих,O
74,сексуального,O
75,опыта,O
76,",",O
77,может,O
78,свидетельствовать,O
79,в,O
80,пользу,O
81,возможного,O
82,восходящего,O
83,пути,O
84,инфицирования,B-TERM
85,с,O
86,развитием,O
87,первично,B-TERM
88,хронического,I-TERM
89,малосимптомного,I-TERM
90,процесса,I-TERM
91,в,O
92,придатках,B-TERM
93,матки,I-TERM
94,в,O
95,данной,O
96,возрастной,O
97,группе,O
98,.,O
99,Определённая,O
100,модель,O
101,поведения,O
102,сексуально,O
103,-,O
104,активных,O
105,девушек,O
106,способствует,O
107,выраженным,O
108,патологическим,B-TERM
109,изменениям,I-TERM
110,влагалищной,B-TERM
111,микрофлоры,I-TERM
112,",",O
113,которые,O
114,наряду,O
115,со,O
116,сниженной,O
117,реактивностью,B-TERM
118,местного,B-TERM
119,иммунитета,I-TERM
120,приводят,O
121,к,O
122,частому,O
123,развитию,O
124,остро,O
125,протекающих,O
126,воспалительных,B-TERM
127,процессов,I-TERM
128,с,O
129,осложнёнными,B-TERM
130,формами,I-TERM
131,.,O
132,Тяжёлому,O
133,гнойному,B-TERM
134,воспалению,I-TERM
135,придатков,B-TERM
136,матки,I-TERM
137,в,O
138,репродуктивном,B-TERM
139,возрасте,I-TERM
140,способствует,O
141,длительное,O
142,применение,O
143,ВМК,B-TERM
144,",",O
145,наличие,O
146,в,O
147,анамнезе,B-TERM
148,хронического,B-TERM
149,воспалительного,I-TERM
150,процесса,I-TERM
151,в,O
152,придатках,B-TERM
153,матки,I-TERM
154,",",O
155,нарушенного,O
156,биоценоза,B-TERM
157,влагалища,B-TERM
158,на,O
159,фоне,O
160,сниженных,O
161,показателей,O
162,местного,B-TERM
163,иммунитета,I-TERM
164,.,O
165,Частота,O
166,воспалительных,B-TERM
167,процессов,I-TERM
168,придатковматки,B-TERM
169,матки,I-TERM
170,в,O
171,старшей,O
172,возрастной,O
173,группе,O
174,снижается,O
175,с,O
176,угасанием,O
177,гормональной,B-TERM
178,функции,I-TERM
179,",",O
180,в,O
181,постменопаузе,B-TERM
182,требует,O
183,дифференциальной,O
184,диагностики,O
185,с,O
186,экстрагенитальной,B-TERM
187,патологией,I-TERM
188,.,O
189,Применение,O
190,комплексной,O
191,лимфотропной,B-TERM
192,антимикробной,I-TERM
193,терапии,I-TERM
194,при,O
195,воспалительных,B-TERM
196,заболеваниях,I-TERM
197,придатков,B-TERM
198,матки,I-TERM
199,в,O
200,разные,O
201,возрастные,O
202,периоды,O
203,повышает,O
204,эффективность,O
205,лечения,O
206,и,O
207,может,O
208,быть,O
209,рекомендовано,O
210,для,O
211,использования,O
212,в,O
213,клинике,O
214,.,O
