id,token,tag
0,Рассматривается,
1,проблема,
2,диспропорции,
3,объема,
4,административных,B-TERM
5,расходов,I-TERM
6,в,
7,общей,
8,структуре,
9,расходной,B-TERM
10,части,I-TERM
11,местных,B-TERM
12,бюджетов,I-TERM
13,в,
14,период,
15,НЭПа,B-TERM
16,.,
17,Выделяется,
18,специфика,
19,указанной,
20,проблемы,B-TERM
21,",",
22,свойственная,
23,советскому,
24,периоду,
25,развития,
26,государства,
27,и,
28,права,
29,.,
30,В,
31,обоснование,
32,масштабности,
33,описываемого,
34,явления,B-TERM
35,приводятся,
36,статистические,
37,бюджетные,B-TERM
38,показатели,I-TERM
39,",",
40,характерные,
41,для,
42,1922,
43,–,
44,1930,
45,гг,
46,.,
47,Устанавливаются,
48,причины,
49,несоразмерно,
50,высокого,
51,уровня,
52,административных,B-TERM
53,расходов,I-TERM
54,в,
55,структуре,
56,местных,B-TERM
57,финансов,I-TERM
58,и,
59,оценивается,
60,влияние,
61,их,
62,величины,
63,на,
64,возможность,
65,создания,
66,системы,B-TERM
67,самостоятельных,I-TERM
68,бюджетов,I-TERM
69,на,
70,местах,
71,.,
72,Анализируется,
73,алгоритм,B-TERM
74,преодоления,
75,этой,
76,проблемы,B-TERM
77,",",
78,оценивается,
79,эффективность,
80,предпринятых,
81,мер,
82,.,
83,Формируется,
84,мнение,
85,о,
86,том,
87,",",
88,что,
89,деятельность,
90,правоприменителя,B-TERM
91,носила,
92,непродуманный,
93,характер,
94,",",
95,основывалась,
96,на,
97,поверхностном,
98,видении,
99,происходящих,
100,процессов,B-TERM
101,и,
102,не,
103,отвечала,
104,требованиям,
105,целесообразности,
106,.,
107,Обосновывается,
108,необходимость,
109,применения,
110,комплексного,B-TERM
111,подхода,I-TERM
112,к,
113,решению,
114,задачи,
115,снижения,
116,доли,
117,административных,B-TERM
118,расходов,I-TERM
119,в,
120,структуре,
121,местных,B-TERM
122,бюджетов,I-TERM
123,в,
124,период,
125,НЭПа,B-TERM
126,.,
