id,token,tag
0,Существование,
1,принципа,B-TERM
2,состязательности,I-TERM
3,обусловило,
4,создание,
5,таких,
6,уголовно,B-TERM
7,-,I-TERM
8,процессуальных,I-TERM
9,гарантий,I-TERM
10,",",
11,которые,
12,должны,
13,были,
14,обеспечить,
15,равенство,B-TERM
16,прав,I-TERM
17,обеих,
18,противоборствующих,B-TERM
19,сторон,I-TERM
20,уголовного,B-TERM
21,судопроизводства,I-TERM
22,.,
23,Для,
24,достижения,
25,поставленной,
26,задачи,
27,законодатель,B-TERM
28,предусмотрел,
29,",",
30,что,
31,защитник,B-TERM
32,может,
33,пользоваться,
34,определенными,
35,способами,
36,собирания,B-TERM
37,доказательств,I-TERM
38,.,
39,К,
40,сожалению,
41,стороны,B-TERM
42,защиты,I-TERM
43,",",
44,на,
45,практике,
46,достаточно,
47,быстро,
48,выявилась,
49,невозможность,
50,эффективного,
51,использования,
52,указанных,
53,правомочий,B-TERM
54,.,
55,Оказалось,
56,",",
57,что,
58,УПК,B-TERM
59,РФ,I-TERM
60,не,
61,предусматривает,
62,процессуального,B-TERM
63,механизма,I-TERM
64,их,
65,реализации,
66,",",
67,что,
68,ставит,
69,под,
70,сомнение,
71,допустимость,
72,результатов,
73,доказательственной,B-TERM
74,деятельности,I-TERM
75,защитника,B-TERM
76,.,
77,Выявленный,
78,пробел,
79,уголовно,B-TERM
80,-,I-TERM
81,процессуального,I-TERM
82,закона,I-TERM
83,существенно,
84,ограничивает,
85,возможности,
86,стороны,B-TERM
87,защиты,I-TERM
88,отстаивать,
89,интересы,B-TERM
90,подозреваемых,B-TERM
91,и,
92,обвиняемых,B-TERM
93,",",
94,что,
95,весьма,
96,негативно,
97,сказывается,
98,на,
99,реализации,
100,принципа,B-TERM
101,состязательности,I-TERM
102,.,
103,В,
104,рамках,
105,представленной,
106,статьи,
107,автор,
108,рассматривает,
109,проблемы,
110,",",
111,препятствующие,
112,осуществлению,
113,прав,B-TERM
114,защитника,B-TERM
115,на,
116,собирание,B-TERM
117,и,
118,использование,B-TERM
119,доказательств,I-TERM
120,",",
121,и,
122,характеризует,
123,возможные,
124,варианты,
125,их,
126,решения,
127,.,
