id,token,tag
0,Рассматриваются,
1,меры,B-TERM
2,принудительного,I-TERM
3,экономического,I-TERM
4,воздействия,I-TERM
5,",",
6,известные,
7,как,
8,экономические,B-TERM
9,санкции,I-TERM
10,.,
11,Анализируется,
12,влияние,
13,экономических,B-TERM
14,санкций,I-TERM
15,на,
16,гражданско,B-TERM
17,-,I-TERM
18,правовые,I-TERM
19,отношения,I-TERM
20,",",
21,осложненные,
22,иностранным,B-TERM
23,элементом,I-TERM
24,",",
25,решается,
26,вопрос,
27,о,
28,пространственных,B-TERM
29,пределах,I-TERM
30,действия,
31,законов,B-TERM
32,",",
33,устанавливающих,
34,торговые,B-TERM
35,запреты,I-TERM
36,и,
37,ограничения,B-TERM
38,",",
39,особое,
40,внимание,
41,уделено,
42,вопросам,
43,действительности,B-TERM
44,и,
45,исполнимости,B-TERM
46,трансграничных,B-TERM
47,договоров,I-TERM
48,.,
49,Автор,
50,приходит,
51,к,
52,выводу,
53,о,
54,том,
55,",",
56,что,
57,национальные,B-TERM
58,акты,I-TERM
59,",",
60,устанавливающие,
61,экономические,B-TERM
62,санкции,I-TERM
63,носят,
64,публичный,B-TERM
65,характер,I-TERM
66,",",
67,а,
68,их,
69,действие,
70,ограничивается,
71,пределами,
72,территории,B-TERM
73,государства,I-TERM
74,",",
75,принявшего,
76,такие,
77,акты,B-TERM
78,.,
79,Являясь,
80,актами,B-TERM
81,публичного,B-TERM
82,права,I-TERM
83,",",
84,указанные,
85,источники,
86,определяют,
87,юридические,B-TERM
88,права,I-TERM
89,и,
90,обязанности,B-TERM
91,не,
92,только,
93,субъектов,B-TERM
94,публичного,B-TERM
95,",",
96,но,
97,и,
98,частного,B-TERM
99,права,I-TERM
100,.,
101,При,
102,рассмотрении,
103,судами,B-TERM
104,споров,B-TERM
105,о,
106,действительности,
107,трансграничных,B-TERM
108,договоров,I-TERM
109,ввиду,
110,несоответствия,
111,их,
112,содержания,
113,требованиям,
114,иностранного,B-TERM
115,закона,I-TERM
116,",",
117,устанавливающего,
118,запреты,B-TERM
119,и,
120,ограничения,B-TERM
121,",",
122,необходимо,
123,руководствоваться,
124,правилами,
125,ст,
126,.,
127,1193,
128,Гражданского,B-TERM
129,кодекса,I-TERM
130,РФ,I-TERM
131,.,
132,Если,
133,же,
134,применимым,
135,является,
136,российское,B-TERM
137,право,I-TERM
138,",",
139,то,
140,такой,
141,договор,B-TERM
142,следует,
143,считать,
144,ничтожным,
145,в,
146,силу,
147,п,
148,.,
149,2,
150,ст,
151,.,
152,168,
153,Гражданского,B-TERM
154,кодекса,I-TERM
155,РФ,I-TERM
156,.,
