id,token,tag
0,На,
1,основе,
2,анализа,
3,действующего,
4,законодательства,B-TERM
5,исследуются,
6,основные,
7,обязанности,B-TERM
8,управляющей,B-TERM
9,организации,I-TERM
10,",",
11,возникающие,
12,из,
13,договора,B-TERM
14,управления,I-TERM
15,многоквартирным,I-TERM
16,домом,I-TERM
17,.,
18,Автор,
19,акцентирует,
20,внимание,
21,на,
22,недостатках,
23,правового,B-TERM
24,регулирования,I-TERM
25,",",
26,иллюстрирует,
27,теоретические,
28,выводы,
29,материалами,
30,судебно,B-TERM
31,-,I-TERM
32,арбитражной,I-TERM
33,практики,I-TERM
34,.,
