id,token,tag
0,Представлено,
1,геополитическое,
2,и,
3,национальное,
4,видение,
5,противодействия,B-TERM
6,коррупции,I-TERM
7,с,
8,абсолютно,
9,новых,
10,позиций,
11,:,
12,демонтажа,
13,мировых,B-TERM
14,коррупционных,I-TERM
15,институтов,I-TERM
16,и,
17,создания,
18,неангажированных,
19,международных,B-TERM
20,органов,I-TERM
21,обеспечения,I-TERM
22,движения,I-TERM
23,финансовых,I-TERM
24,потоков,I-TERM
25,.,
26,Ратификация,B-TERM
27,Конвенции,B-TERM
28,ООН,I-TERM
29,против,I-TERM
30,коррупции,I-TERM
31,",",
32,принятой,
33,резолюцией,B-TERM
34,58,
35,/,
36,4,
37,Генеральной,
38,Ассамблеи,
39,от,
40,31,
41,октября,
42,2003,
43,г,
44,.,
45,",",
46,определила,
47,обязательство,
48,придерживаться,
49,понятий,
50,активного,B-TERM
51,и,
52,пассивного,B-TERM
53,подкупа,I-TERM
54,публичных,B-TERM
55,должностных,I-TERM
56,лиц,I-TERM
57,",",
58,членов,B-TERM
59,национальных,I-TERM
60,публичных,I-TERM
61,собраний,I-TERM
62,",",
63,судей,B-TERM
64,",",
65,отмывания,B-TERM
66,доходов,I-TERM
67,от,
68,преступлений,B-TERM
69,",",
70,связанных,
71,с,
72,коррупцией,B-TERM
73,.,
