id,token,tag
0,Перечисляются,
1,международно,B-TERM
2,-,I-TERM
3,правовые,I-TERM
4,основания,I-TERM
5,заключения,
6,двусторонних,B-TERM
7,неравноправных,I-TERM
8,политических,I-TERM
9,союзов,I-TERM
10,и,
11,рассматриваются,
12,союзы,B-TERM
13,",",
14,заключенные,
15,США,
16,",",
17,Нидерландами,
18,",",
19,Новой,
20,Зеландией,
21,и,
22,малыми,
23,европейскими,
24,странами,
25,.,
26,Автор,
27,приходит,
28,к,
29,выводу,
30,о,
31,том,
32,",",
33,что,
34,двусторонние,B-TERM
35,неравноправные,I-TERM
36,политические,I-TERM
37,союзы,I-TERM
38,отражают,
39,местную,
40,специфику,
41,и,
42,их,
43,содержание,
44,неявляется,
45,унифицированным,
46,.,
