id,token,tag,nested_1,nested_2,wiki_id
0,Алгоритм,B-TERM,B-TERM,B-TERM,Q8366:0
1,предобработки,I-TERM,I-TERM,,
2,сигнала,I-TERM,B-TERM,,
3,импульсного,I-TERM,I-TERM,B-TERM,
4,нейтронного,I-TERM,I-TERM,I-TERM,
5,гамма,I-TERM,I-TERM,I-TERM,
6,-,I-TERM,I-TERM,I-TERM,
7,каротажа,I-TERM,I-TERM,I-TERM,
8,с,O,,,
9,учетом,O,,,
10,статистической,B-TERM,,,"Q186290:10,11"
11,зависимости,I-TERM,,,
12,соседних,O,,,
13,элементов,B-TERM,,,
14,спектра,I-TERM,B-TERM,,Q62531:14
,,,,,
15,На,O,,,
16,фоне,O,,,
17,множества,O,,,
18,методов,B-TERM,,,Q1799072:18
19,проведения,O,,,
20,геофизических,O,,,
21,исследований,O,,,
22,выделяется,O,,,
23,и,O,,,
24,является,O,,,
25,одним,O,,,
26,из,O,,,
27,перспективных,O,,,
28,",",O,,,
29,за,O,,,
30,счет,O,,,
31,возможности,O,,,
32,определения,O,,,
33,состава,O,,,
34,горных,O,,,
35,пород,O,,,
36,",",O,,,
37,импульсный,B-TERM,,,
38,нейтронный,I-TERM,,,
39,гамма,I-TERM,,,
40,-,I-TERM,,,
41,каротаж,I-TERM,,,
42,.,O,,,
43,Однако,O,,,
44,существуют,O,,,
45,сложности,O,,,
46,при,O,,,
47,интерпретации,O,,,
48,результатов,O,,,
49,такого,O,,,
50,исследования,O,,,
51,.,O,,,
52,Полученные,O,,,
53,после,O,,,
54,предварительной,O,,,
55,обработки,O,,,
56,сигнала,B-TERM,,,Q174984:56
57,",",O,,,
58,записанного,O,,,
59,в,O,,,
60,процессе,O,,,
61,импульсного,B-TERM,,,
62,нейтронного,I-TERM,,,
63,гамма,I-TERM,,,
64,-,I-TERM,,,
65,каротажа,I-TERM,,,
66,",",O,,,
67,спектры,B-TERM,B-TERM,,Q62531:67
68,гамма,I-TERM,B-TERM,,"Q11523:68,69,70"
69,-,I-TERM,I-TERM,,
70,излучения,I-TERM,I-TERM,,
71,зашумлены,O,,,
72,и,O,,,
73,обладают,O,,,
74,высокой,O,,,
75,флуктуацией,B-TERM,,,Q402478:75
76,",",O,,,
77,что,O,,,
78,влияет,O,,,
79,на,O,,,
80,качественную,O,,,
81,оценку,O,,,
82,результатов,O,,,
83,исследования,O,,,
84,.,O,,,
85,Качественная,O,,,
86,оценка,O,,,
87,наряду,O,,,
88,с,O,,,
89,автоматической,O,,,
90,важна,O,,,
91,при,O,,,
92,работе,O,,,
93,с,O,,,
94,каротажными,B-TERM,,,
95,данными,I-TERM,,,
96,.,O,,,
97,Она,O,,,
98,позволяет,O,,,
99,предотвратить,O,,,
100,передачу,O,,,
101,заведомо,O,,,
102,ложных,O,,,
103,результатов,O,,,
104,",",O,,,
105,а,O,,,
106,также,O,,,
107,работу,O,,,
108,неисправных,O,,,
109,приборов,O,,,
110,.,O,,,
111,В,O,,,
112,данной,O,,,
113,статье,O,,,
114,рассмотрен,O,,,
115,алгоритм,B-TERM,,,Q8366:115
116,",",O,,,
117,позволяющий,O,,,
118,уменьшить,O,,,
119,флуктуацию,B-TERM,,,Q402478:119
120,с,O,,,
121,учетом,O,,,
122,статистической,B-TERM,,,"Q186290:122,123"
123,зависимости,I-TERM,,,
124,соседних,O,,,
125,элементов,B-TERM,,,
126,спектра,I-TERM,B-TERM,,Q62531:126
127,",",O,,,
128,для,O,,,
129,улучшения,O,,,
130,качественной,O,,,
131,оценки,O,,,
132,результатов,O,,,
133,исследования,O,,,
134,.,O,,,
135,Так,O,,,
136,как,O,,,
137,спектры,B-TERM,B-TERM,,"Q62531:137,138"
138,сигнала,I-TERM,B-TERM,,
139,являются,O,,,
140,случайными,B-TERM,,,"Q176623:140,141"
141,величинами,I-TERM,,,
142,",",O,,,
143,в,O,,,
144,ходе,O,,,
145,рассмотрения,O,,,
146,различных,O,,,
147,способов,O,,,
148,обработки,O,,,
149,спектров,O,B-TERM,,"Q62531:137,138"
150,решено,O,,,
151,применять,O,,,
152,функции,B-TERM,,,
153,сглаживания,I-TERM,,,
154,",",O,,,
155,а,O,,,
156,именно,O,,,
157,B,B-TERM,,,"Q2083109:157,158,159"
158,-,I-TERM,,,
159,сплайн,I-TERM,,,
160,.,O,,,
161,В,O,,,
162,процессе,O,,,
163,применения,O,,,
164,различных,O,,,
165,вариаций,O,,,
166,параметров,O,,,
167,B,B-TERM,,,"Q2083109:167,168,169"
168,-,I-TERM,,,
169,сплайна,I-TERM,,,
170,к,O,,,
171,спектрам,B-TERM,B-TERM,,Q62531:171
172,гамма,I-TERM,B-TERM,,"Q11523:172,173,174"
