id,token,tag,nested_1,nested_2,wiki_id
0,Создание,O,,,
1,системы,B-TERM,B-TERM,,
2,автоматического,I-TERM,B-TERM,,"Q1394144:2,3"
3,реферирования,I-TERM,I-TERM,,
4,научных,I-TERM,B-TERM,,
5,текстов,I-TERM,I-TERM,B-TERM,
6,Описан,O,,,
7,новый,O,,,
8,метод,B-TERM,,,"Q1394144:8,9,10,11"
9,автоматического,I-TERM,B-TERM,,
10,реферирования,I-TERM,I-TERM,,
11,текстов,I-TERM,I-TERM,B-TERM,
12,.,O,,,
13,На,O,,,
14,основе,O,,,
15,предложенного,O,,,
16,метода,B-TERM,,,Q1394144:16
17,создана,O,,,
18,система,B-TERM,,,Q58778:18
19,",",O,,,
20,позволяющая,O,,,
21,получать,O,,,
22,краткие,O,,,
23,аннотации,B-TERM,B-TERM,,
24,научно,I-TERM,B-TERM,,
25,-,I-TERM,I-TERM,,
26,технических,I-TERM,I-TERM,,
27,текстов,I-TERM,I-TERM,B-TERM,
28,и,O,,,
29,определять,O,,,
30,их,O,,,
31,темы,B-TERM,,,Q1053916:31
32,.,O,,,
33,Процесс,B-TERM,,,
34,реферирования,I-TERM,B-TERM,,Q1394144:34
35,состоит,O,,,
36,из,O,,,
37,пяти,O,,,
38,основных,O,,,
39,шагов,O,,,
40,:,O,,,
41,предобработка,B-TERM,,,
42,",",O,,,
43,риторический,B-TERM,,,
44,анализ,I-TERM,,,
45,и,O,,,
46,преобразование,B-TERM,,,
47,текста,I-TERM,B-TERM,,
48,",",O,,,
49,оценка,B-TERM,,,
50,весов,I-TERM,,,
51,",",O,,,
52,выбор,B-TERM,,,
53,предложений,I-TERM,,,
54,и,O,,,
55,сглаживание,B-TERM,,,Q775963:55
56,.,O,,,
57,Предлагаемый,O,,,
58,метод,B-TERM,,,
59,формирует,O,,,
60,аннотацию,B-TERM,,,
61,на,O,,,
62,основе,O,,,
63,наиболее,O,,,
64,значимых,O,,,
65,предложений,B-TERM,,,Q41796:65
66,исходного,O,,,
67,документа,B-TERM,,,
68,.,O,,,
69,Значимость,B-TERM,,,
70,предложений,I-TERM,B-TERM,,Q41796:70
71,частично,O,,,
72,определяется,O,,,
73,в,O,,,
74,процессе,O,,,
75,риторического,B-TERM,,,
76,анализа,I-TERM,,,
77,",",O,,,
78,который,O,,,
79,выполняется,O,,,
80,с,O,,,
81,помощью,O,,,
82,дискурсивных,B-TERM,,,
83,маркеров,I-TERM,,,
84,и,O,,,
85,коннекторов,B-TERM,,,
86,.,O,,,
87,Также,O,,,
88,учитываются,O,,,
89,ключевые,B-TERM,,,"Q1128340:89,90"
90,слова,I-TERM,,,
91,",",O,,,
92,многословные,B-TERM,,,
93,термины,I-TERM,B-TERM,,Q1969448:93
94,и,O,,,
95,некоторые,O,,,
96,специальные,B-TERM,,,
97,слова,I-TERM,,,
98,",",O,,,
99,которые,O,,,
100,часто,O,,,
101,встречаются,O,,,
102,в,O,,,
103,научно,B-TERM,,,
104,-,I-TERM,,,
105,технических,I-TERM,,,
106,текстах,I-TERM,B-TERM,,
107,.,O,,,
108,Для,O,,,
109,извлечения,O,,,
110,ключевых,B-TERM,,,"Q1128340:110,111"
111,слов,I-TERM,,,
112,и,O,,,
113,определения,O,,,
114,тем,B-TERM,,,"Q1053916:114,115"
115,текста,I-TERM,,,
116,применялась,O,,,
117,аддитивная,B-TERM,,,"Q96468792:117,118,119,120"
118,регуляризация,I-TERM,,,
119,тематических,I-TERM,,,
120,моделей,I-TERM,,,
121,.,O,,,
