id,token,tag,nested_1,nested_2,wiki_id
0,Разработка,B-TERM,,,
1,методов,I-TERM,B-TERM,,
2,семантического,I-TERM,I-TERM,B-TERM,"Q1891170:2,3"
3,поиска,I-TERM,I-TERM,I-TERM,
4,в,O,,,
5,Интернете,B-TERM,,,Q75:5
6,",",O,,,
7,основанных,O,,,
8,на,O,,,
9,древовидных,B-TERM,,,
10,лингвистических,I-TERM,B-TERM,,
11,шаблонах,I-TERM,I-TERM,B-TERM,
12,Статья,O,,,
13,посвящена,O,,,
14,разработке,B-TERM,,,
15,методов,I-TERM,B-TERM,,
16,поиска,I-TERM,I-TERM,B-TERM,"Q816826:16,17"
17,информации,I-TERM,I-TERM,I-TERM,
18,в,O,,,
19,Интернете,B-TERM,,,Q75:19
20,.,O,,,
21,В,O,,,
22,настоящее,O,,,
23,время,O,,,
24,задача,O,,,
25,быстрого,O,,,
26,автоматизированного,B-TERM,,,
27,извлечения,I-TERM,B-TERM,,"Q5227287:27,28"
28,данных,I-TERM,I-TERM,,
29,из,O,,,
30,различных,O,,,
31,источников,O,,,
32,является,O,,,
33,чрезвычайно,O,,,
34,актуальной,O,,,
35,.,O,,,
36,Цель,O,,,
37,данной,O,,,
38,работы,O,,,
39,–,O,,,
40,создание,O,,,
41,инструментария,B-TERM,,,
42,для,O,,,
43,решения,O,,,
44,этой,O,,,
45,задачи,O,,,
46,.,O,,,
47,Идея,O,,,
48,подхода,B-TERM,,,Q1799072:48
49,заключается,O,,,
50,в,O,,,
51,разработке,B-TERM,,,
52,полуавтоматических,I-TERM,,,
53,методов,I-TERM,B-TERM,,
54,составления,I-TERM,I-TERM,,
55,лингвистических,I-TERM,I-TERM,B-TERM,
56,шаблонов,I-TERM,I-TERM,I-TERM,
57,для,O,,,
58,заданного,O,,,
59,фрагмента,B-TERM,,,
60,атомарной,I-TERM,B-TERM,,
61,диаграммы,I-TERM,I-TERM,,
62,.,O,,,
63,Процесс,B-TERM,,,
64,построения,I-TERM,,,
65,шаблонов,I-TERM,B-TERM,,
66,по,O,,,
67,данному,O,,,
68,фрагменту,B-TERM,,,
69,атомарной,I-TERM,,,
70,диаграммы,I-TERM,,,
71,выполняется,O,,,
72,в,O,,,
73,2,O,,,
74,этапа,B-TERM,,,
75,:,O,,,
76,1,O,,,
77,),O,,,
78,порождение,B-TERM,,,
79,простых,I-TERM,B-TERM,,
80,шаблонов,I-TERM,I-TERM,B-TERM,
81,;,O,,,
82,2,O,,,
83,),O,,,
84,с,O,,,
85,помощью,O,,,
86,полученных,O,,,
87,простых,B-TERM,,,
88,шаблонов,I-TERM,B-TERM,,
89,создание,O,,,
90,более,O,,,
91,сложных,O,,,
92,или,O,,,
93,реже,O,,,
94,встречающихся,O,,,
95,шаблонов,B-TERM,,,
96,.,O,,,
97,С,O,,,
98,помощью,O,,,
99,полученных,O,,,
100,шаблонов,B-TERM,,,
101,можно,O,,,
102,находить,O,,,
103,необходимую,O,,,
104,информацию,B-TERM,,,Q11028:104
105,",",O,,,
106,обрабатывая,O,,,
107,тексты,B-TERM,,,
108,естественного,I-TERM,,,
109,языка,I-TERM,,,
110,",",O,,,
111,представленные,O,,,
112,в,O,,,
113,Интернете,B-TERM,,,Q75:113
114,.,O,,,
