id,token,tag,nested_1,nested_2,wiki_id
0,Исследование,B-TERM,,,
1,производительности,I-TERM,B-TERM,B-TERM,Q2111958:1
2,приложений,I-TERM,I-TERM,,
3,баз,I-TERM,I-TERM,B-TERM,"Q8513:3,4"
4,данных,I-TERM,I-TERM,I-TERM,
5,:,O,,,
6,транзакционная,B-TERM,,,
7,модель,I-TERM,,,
8,и,O,,,
9,архитектура,B-TERM,B-TERM,,Q477538:9
10,имитационной,I-TERM,B-TERM,,
11,системы,I-TERM,I-TERM,B-TERM,Q58778:11
12,Высокий,O,,,
13,уровень,O,,,
14,изменчивости,O,,,
15,программного,O,,,
16,и,O,,,
17,технического,O,,,
18,обеспечения,O,,,
19,информационных,B-TERM,,,"Q121182:19,20"
20,систем,I-TERM,B-TERM,,
21,требует,O,,,
22,получения,O,,,
23,оценок,O,,,
24,их,O,,,
25,производительности,B-TERM,,,Q2111958:25
26,за,O,,,
27,ограниченные,O,,,
28,сроки,O,,,
29,на,O,,,
30,любых,O,,,
31,стадиях,B-TERM,,,Q65308157:31
32,их,O,,,
33,жизненного,B-TERM,,,"Q3298282:33,34"
34,цикла,I-TERM,,,
35,.,O,,,
36,В,O,,,
37,статье,O,,,
38,рассматривается,O,,,
39,унифицированный,B-TERM,,,
40,процесс,I-TERM,,,
41,обработки,I-TERM,B-TERM,,"Q6661985:41,42"
42,данных,I-TERM,I-TERM,,
43,в,O,,,
44,клиент,B-TERM,,,"Q146813:44,45,46,47"
45,-,I-TERM,,,
46,серверном,I-TERM,,,
47,приложении,I-TERM,,,
48,",",O,,,
49,которое,O,,,
50,взаимодействует,O,,,
51,с,O,,,
52,базой,B-TERM,,,"Q8513:52,53"
53,данных,I-TERM,,,
54,",",O,,,
55,состоящей,O,,,
56,из,O,,,
57,стандартных,O,,,
58,компонентов,O,,,
59,.,O,,,
60,Формальная,O,,,
61,модель,B-TERM,B-TERM,,Q1979154:61
62,процесса,I-TERM,,,
63,представлена,O,,,
64,одноканальной,B-TERM,,,
65,системой,I-TERM,,,
66,массового,I-TERM,,,
67,обслуживания,I-TERM,,,
68,с,O,,,
69,входящим,B-TERM,,,
70,потоком,I-TERM,,,
71,требований,I-TERM,,,
72,",",O,,,
73,интегрирующим,O,,,
74,элементарные,B-TERM,,,
75,потоки,I-TERM,,,
76,",",O,,,
77,каждый,O,,,
78,из,O,,,
79,которых,O,,,
80,ассоциируется,O,,,
81,с,O,,,
82,определенным,O,,,
83,транзакционным,B-TERM,,,
84,классом,I-TERM,,,
85,.,O,,,
86,Излагаются,O,,,
87,актуальные,O,,,
88,вопросы,O,,,
89,реализации,O,,,
90,модели,B-TERM,,,Q1979154:90
91,и,O,,,
92,приводятся,O,,,
93,результаты,O,,,
94,имитационных,B-TERM,,,
95,экспериментов,I-TERM,,,
96,",",O,,,
97,отражающие,O,,,
98,продолжительность,B-TERM,,,
99,отклика,I-TERM,,,
100,системы,I-TERM,B-TERM,,Q58778:100
101,на,O,,,
102,задаваемую,O,,,
103,рабочую,B-TERM,,,
104,нагрузку,I-TERM,,,
105,.,O,,,
