id,token,tag,nested_1,nested_2,wiki_id
0,Автоматическое,B-TERM,,,
1,извлечение,I-TERM,,,
2,решеток,I-TERM,,,
3,понятий,I-TERM,,,
4,из,O,,,
5,медицинских,B-TERM,,,
6,текстов,I-TERM,B-TERM,,Q234460:6
7,на,O,,,
8,основе,O,,,
9,комбинации,B-TERM,,,
10,анализа,I-TERM,B-TERM,,"Q1437394:10,11,12"
11,формальных,I-TERM,I-TERM,,
12,понятий,I-TERM,I-TERM,,
13,и,O,,,
14,технологий,B-TERM,B-TERM,,Q1799072:14
15,бутстраппинга,I-TERM,B-TERM,,
16,Рассматривается,O,,,
17,новый,O,,,
18,способ,B-TERM,,,
19,извлечения,I-TERM,,,
20,понятий,I-TERM,B-TERM,,Q151885:20
21,из,O,,,
22,текстов,B-TERM,B-TERM,,Q234460:22
23,предметной,I-TERM,B-TERM,,"Q2088941:23,24"
24,области,I-TERM,I-TERM,,
25,на,O,,,
26,основе,O,,,
27,комбинации,B-TERM,,,
28,анализа,I-TERM,B-TERM,,"Q1437394:28,29,30"
29,формальных,I-TERM,I-TERM,,
30,понятий,I-TERM,I-TERM,,
31,и,O,,,
32,бутстрап,B-TERM,B-TERM,,
33,-,I-TERM,I-TERM,,
34,технологии,I-TERM,I-TERM,B-TERM,Q1799072:34
35,информационного,I-TERM,,,"Q816826:35,36"
36,поиска,I-TERM,,,
37,.,O,,,
38,Анализ,B-TERM,,,"Q1437394:38,39,40"
39,формальных,I-TERM,,,
40,понятий,I-TERM,,,
41,представляет,O,,,
42,собой,O,,,
43,мощный,O,,,
44,аппарат,B-TERM,,,
45,автоматического,I-TERM,,,
46,вывода,I-TERM,,,
47,понятий,I-TERM,B-TERM,B-TERM,Q151885:47
48,предметной,I-TERM,I-TERM,B-TERM,"Q2088941:48,49"
49,области,I-TERM,I-TERM,I-TERM,
50,",",O,,,
51,однако,O,,,
52,он,O,,,
53,рассчитан,O,,,
54,на,O,,,
55,высокое,O,,,
56,качество,O,,,
57,входных,B-TERM,,,
58,данных,I-TERM,,,
59,",",O,,,
60,без,O,,,
61,пропусков,O,,,
62,и,O,,,
63,неточностей,O,,,
64,.,O,,,
65,Получение,O,,,
66,таких,O,,,
67,наборов,B-TERM,,,"Q1172284:67,68"
68,данных,I-TERM,,,
69,напрямую,O,,,
70,из,O,,,
71,текстов,B-TERM,,,Q234460:71
72,затруднено,O,,,
73,в,O,,,
74,силу,O,,,
75,сильной,O,,,
76,разреженности,B-TERM,,,
77,текстовых,I-TERM,B-TERM,,"Q461183:77,78"
78,корпусов,I-TERM,I-TERM,,
79,.,O,,,
80,Соответственно,O,,,
81,",",O,,,
82,представляется,O,,,
83,перспективным,O,,,
84,улучшение,B-TERM,,,
85,качества,I-TERM,B-TERM,,
86,входных,I-TERM,I-TERM,B-TERM,
87,данных,I-TERM,I-TERM,I-TERM,
88,за,O,,,
89,счет,O,,,
90,применения,O,,,
91,бутстраппинга,B-TERM,,,
92,–,O,,,
93,технологии,B-TERM,,,Q1799072:93
94,",",O,,,
95,обеспечивающей,O,,,
96,интеллектуальный,B-TERM,,,
97,поиск,I-TERM,,,
98,фрагментированной,I-TERM,,,
99,информации,I-TERM,,,
100,в,O,,,
101,сети,B-TERM,,,"Q75:101,102"
102,Интернет,I-TERM,B-TERM,,
103,.,O,,,
104,Цель,O,,,
105,данной,O,,,
106,работы,O,,,
107,–,O,,,
108,показать,O,,,
109,",",O,,,
110,что,O,,,
111,при,O,,,
112,правильном,O,,,
113,выборе,O,,,
114,исходных,B-TERM,,,
115,шаблонов,I-TERM,,,
116,поиска,I-TERM,,,
117,бутстраппинг,B-TERM,,,
118,",",O,,,
119,основанный,O,,,
120,на,O,,,
121,использовании,O,,,
122,открытых,O,,,
123,ресурсов,B-TERM,,,
124,Интернета,I-TERM,B-TERM,,Q75:124
125,как,O,,,
126,ценных,O,,,
127,источников,B-TERM,,,
128,знаний,I-TERM,,,
129,",",O,,,
130,превращается,O,,,
131,в,O,,,
132,эффективный,O,,,
133,инструмент,B-TERM,,,
134,поддержки,I-TERM,,,
135,концептуального,I-TERM,B-TERM,,
136,моделирования,I-TERM,I-TERM,,
137,.,O,,,
